dataset,interaction_id,claude,gemini,gpt,judge_mean,n_judges
cpsycoun,cpscycoun_career_3_06,4.0,3.888888888888889,3.6944444444444446,3.861111111111111,3
cpsycoun,cpscycoun_career_3_08,3.7222222222222223,3.611111111111111,3.611111111111111,3.6481481481481484,3
cpsycoun,cpscycoun_career_3_10,3.638888888888889,3.888888888888889,3.694444444444444,3.7407407407407405,3
cpsycoun,cpscycoun_career_4_02,3.4166666666666665,3.1666666666666665,3.361111111111111,3.314814814814815,3
cpsycoun,cpscycoun_career_4_04,3.3055555555555554,3.5833333333333335,3.5,3.4629629629629632,3
cpsycoun,cpscycoun_career_4_06,2.75,3.638888888888889,3.5555555555555554,3.314814814814815,3
cpsycoun,cpscycoun_career_4_08,3.9722222222222223,4.111111111111111,4.0,4.027777777777778,3
cpsycoun,cpscycoun_career_5_02,3.305555555555556,3.0277777777777777,3.3333333333333335,3.2222222222222228,3
cpsycoun,cpscycoun_career_5_04,3.2777777777777777,3.3333333333333335,3.4722222222222223,3.3611111111111107,3
cpsycoun,cpscycoun_career_5_06,3.3333333333333335,3.861111111111111,3.5833333333333335,3.592592592592593,3
cpsycoun,cpscycoun_career_5_08,3.5555555555555554,3.611111111111111,3.611111111111111,3.592592592592592,3
cpsycoun,cpscycoun_career_5_10,3.611111111111111,4.0,3.9166666666666665,3.842592592592592,3
cpsycoun,cpscycoun_education_1_02,2.5277777777777777,3.111111111111111,3.388888888888889,3.0092592592592595,3
cpsycoun,cpscycoun_education_1_04,3.1666666666666665,4.027777777777778,3.861111111111111,3.685185185185185,3
cpsycoun,cpscycoun_education_1_06,3.2222222222222223,4.333333333333333,3.9722222222222223,3.842592592592593,3
cpsycoun,cpscycoun_education_1_08,3.694444444444444,4.0,4.027777777777778,3.907407407407407,3
cpsycoun,cpscycoun_education_1_10,3.9722222222222223,4.444444444444445,4.0,4.138888888888889,3
cpsycoun,cpscycoun_education_2_02,3.0,3.4722222222222223,3.5555555555555554,3.342592592592593,3
cpsycoun,cpscycoun_education_2_04,3.388888888888889,3.6666666666666665,3.5555555555555554,3.5370370370370368,3
cpsycoun,cpscycoun_education_2_06,3.1666666666666665,3.6944444444444446,3.611111111111111,3.4907407407407405,3
cpsycoun,cpscycoun_education_2_10,4.0,4.638888888888888,4.0,4.212962962962963,3
cpsycoun,cpscycoun_education_3_02,3.5277777777777777,3.0833333333333335,3.5,3.3703703703703702,3
cpsycoun,cpscycoun_education_3_04,2.7222222222222223,3.5277777777777777,3.4166666666666665,3.222222222222222,3
cpsycoun,cpscycoun_education_3_06,2.611111111111111,2.805555555555556,3.361111111111111,2.925925925925926,3
cpsycoun,cpscycoun_education_3_08,2.2777777777777777,3.3333333333333335,3.5,3.0370370370370368,3
cpsycoun,cpscycoun_education_3_10,2.25,2.6944444444444446,3.5555555555555554,2.8333333333333335,3
cpsycoun,cpscycoun_education_4_02,2.75,3.0833333333333335,3.2777777777777777,3.0370370370370368,3
cpsycoun,cpscycoun_education_4_04,2.5833333333333335,3.833333333333333,3.5,3.3055555555555554,3
cpsycoun,cpscycoun_education_4_06,,4.138888888888888,3.916666666666667,4.027777777777778,2
cpsycoun,cpscycoun_education_4_08,2.4444444444444446,4.027777777777778,4.027777777777778,3.5,3
cpsycoun,cpscycoun_education_5_02,3.2777777777777777,3.638888888888889,3.5,3.472222222222222,3
cpsycoun,cpscycoun_education_5_04,3.2777777777777777,3.4166666666666665,3.611111111111111,3.435185185185185,3
cpsycoun,cpscycoun_education_5_06,2.6944444444444446,3.194444444444444,3.638888888888889,3.175925925925926,3
cpsycoun,cpscycoun_education_5_08,2.805555555555556,3.0833333333333335,3.638888888888889,3.175925925925926,3
cpsycoun,cpscycoun_education_5_10,3.222222222222222,3.2777777777777777,3.694444444444444,3.3981481481481484,3
cpsycoun,cpscycoun_emotion_stress_1_02,3.388888888888889,3.4444444444444446,3.4722222222222223,3.4351851851851856,3
cpsycoun,cpscycoun_emotion_stress_1_04,2.9722222222222223,3.333333333333333,3.75,3.3518518518518516,3
cpsycoun,cpscycoun_emotion_stress_1_06,3.75,4.0,3.9444444444444446,3.8981481481481484,3
cpsycoun,cpscycoun_emotion_stress_1_08,,3.861111111111111,3.888888888888889,3.875,2
cpsycoun,cpscycoun_emotion_stress_1_10,3.5277777777777777,3.9722222222222223,3.9722222222222223,3.824074074074074,3
cpsycoun,cpscycoun_emotion_stress_2_02,3.0,3.0833333333333335,3.4722222222222223,3.1851851851851856,3
cpsycoun,cpscycoun_emotion_stress_2_04,3.5833333333333335,3.75,3.5833333333333335,3.6388888888888893,3
cpsycoun,cpscycoun_emotion_stress_2_08,2.861111111111111,3.5555555555555554,3.5833333333333335,3.3333333333333335,3
cpsycoun,cpscycoun_emotion_stress_2_10,3.888888888888889,4.0,4.0,3.9629629629629632,3
cpsycoun,cpscycoun_emotion_stress_3_02,3.2777777777777777,3.0833333333333335,3.361111111111111,3.2407407407407405,3
cpsycoun,cpscycoun_emotion_stress_3_04,2.9166666666666665,3.2222222222222223,3.361111111111111,3.1666666666666665,3
cpsycoun,cpscycoun_emotion_stress_3_06,2.7222222222222223,3.0,3.5,3.074074074074074,3
cpsycoun,cpscycoun_emotion_stress_3_10,2.9722222222222223,4.027777777777778,3.9444444444444446,3.6481481481481484,3
cpsycoun,cpscycoun_emotion_stress_4_02,3.25,3.138888888888889,3.361111111111111,3.25,3
cpsycoun,cpscycoun_emotion_stress_4_04,3.611111111111111,4.055555555555555,3.8333333333333335,3.8333333333333335,3
cpsycoun,cpscycoun_emotion_stress_4_06,3.4166666666666665,4.0,3.861111111111111,3.759259259259259,3
cpsycoun,cpscycoun_emotion_stress_4_08,3.444444444444444,3.75,3.944444444444444,3.7129629629629632,3
cpsycoun,cpscycoun_emotion_stress_4_10,3.0833333333333335,4.0,3.9166666666666665,3.6666666666666665,3
cpsycoun,cpscycoun_emotion_stress_5_02,3.2222222222222223,3.0833333333333335,3.4166666666666665,3.2407407407407405,3
cpsycoun,cpscycoun_emotion_stress_5_04,2.7222222222222223,3.0833333333333335,3.5,3.1018518518518516,3
cpsycoun,cpscycoun_emotion_stress_5_06,2.7222222222222223,3.2222222222222223,3.5555555555555554,3.1666666666666665,3
cpsycoun,cpscycoun_emotion_stress_5_10,2.6666666666666665,3.861111111111111,3.8333333333333335,3.4537037037037037,3
cpsycoun,cpscycoun_family_relationship_1_02,3.138888888888889,3.0833333333333335,3.4166666666666665,3.2129629629629632,3
cpsycoun,cpscycoun_family_relationship_1_04,3.8055555555555554,4.027777777777778,3.7777777777777777,3.8703703703703702,3
cpsycoun,cpscycoun_family_relationship_1_06,3.944444444444444,4.277777777777778,3.9166666666666665,4.046296296296296,3
cpsycoun,cpscycoun_family_relationship_1_08,4.0,4.333333333333333,3.888888888888889,4.0740740740740735,3
cpsycoun,cpscycoun_family_relationship_1_10,4.0,4.0,4.0,4.0,3
cpsycoun,cpscycoun_family_relationship_2_02,2.8333333333333335,3.138888888888889,3.138888888888889,3.0370370370370368,3
cpsycoun,cpscycoun_family_relationship_2_04,2.4444444444444446,3.138888888888889,3.1666666666666665,2.9166666666666665,3
cpsycoun,cpscycoun_family_relationship_2_08,2.361111111111111,2.6944444444444446,3.3055555555555554,2.7870370370370368,3
cpsycoun,cpscycoun_family_relationship_2_10,2.305555555555556,2.1666666666666665,3.3333333333333335,2.6018518518518516,3
cpsycoun,cpscycoun_family_relationship_3_02,2.5277777777777777,3.0833333333333335,3.1944444444444446,2.935185185185185,3
cpsycoun,cpscycoun_family_relationship_3_04,2.4166666666666665,2.361111111111111,3.388888888888889,2.722222222222222,3
cpsycoun,cpscycoun_family_relationship_3_06,2.5,2.4444444444444446,3.4166666666666665,2.7870370370370368,3
cpsycoun,cpscycoun_family_relationship_3_10,3.111111111111111,4.027777777777778,4.055555555555555,3.7314814814814814,3
cpsycoun,cpscycoun_family_relationship_4_02,2.4722222222222223,3.1666666666666665,3.1666666666666665,2.935185185185185,3
cpsycoun,cpscycoun_family_relationship_4_04,2.972222222222222,3.8611111111111107,3.888888888888889,3.574074074074074,3
cpsycoun,cpscycoun_family_relationship_4_06,2.75,3.75,3.7222222222222223,3.407407407407407,3
cpsycoun,cpscycoun_family_relationship_4_08,3.0833333333333335,4.083333333333333,3.8333333333333335,3.6666666666666665,3
cpsycoun,cpscycoun_family_relationship_4_10,2.7222222222222223,2.9166666666666665,3.6666666666666665,3.1018518518518516,3
cpsycoun,cpscycoun_family_relationship_5_02,3.25,3.2777777777777777,3.3333333333333335,3.2870370370370368,3
cpsycoun,cpscycoun_family_relationship_5_04,3.388888888888889,3.3333333333333335,3.5,3.407407407407407,3
cpsycoun,cpscycoun_family_relationship_5_06,3.611111111111111,3.9166666666666665,3.638888888888889,3.722222222222222,3
cpsycoun,cpscycoun_family_relationship_5_10,3.611111111111111,3.888888888888889,3.5833333333333335,3.6944444444444446,3
cpsycoun,cpscycoun_love_marriage_1_02,3.2222222222222223,3.138888888888889,3.2777777777777777,3.2129629629629632,3
cpsycoun,cpscycoun_love_marriage_1_04,3.5277777777777777,3.944444444444444,3.5833333333333335,3.685185185185185,3
cpsycoun,cpscycoun_love_marriage_1_06,3.5833333333333335,3.6944444444444446,3.5833333333333335,3.6203703703703707,3
cpsycoun,cpscycoun_love_marriage_1_08,3.611111111111111,3.638888888888889,3.5833333333333335,3.611111111111111,3
cpsycoun,cpscycoun_love_marriage_1_10,3.5833333333333335,4.0,3.805555555555556,3.7962962962962963,3
cpsycoun,cpscycoun_love_marriage_2_02,3.194444444444444,3.0833333333333335,3.361111111111111,3.2129629629629632,3
cpsycoun,cpscycoun_love_marriage_2_04,3.25,3.6666666666666665,3.5277777777777777,3.481481481481481,3
cpsycoun,cpscycoun_love_marriage_2_08,3.6944444444444446,4.138888888888888,3.5833333333333335,3.8055555555555554,3
cpsycoun,cpscycoun_love_marriage_2_10,3.666666666666667,4.055555555555555,3.694444444444444,3.8055555555555554,3
cpsycoun,cpscycoun_love_marriage_3_02,3.111111111111111,3.25,3.361111111111111,3.2407407407407405,3
cpsycoun,cpscycoun_love_marriage_3_04,3.361111111111111,3.7222222222222223,3.555555555555556,3.5462962962962963,3
cpsycoun,cpscycoun_love_marriage_3_06,2.6666666666666665,3.5,3.5,3.222222222222222,3
cpsycoun,cpscycoun_love_marriage_3_10,2.5833333333333335,3.361111111111111,3.4722222222222223,3.1388888888888893,3
cpsycoun,cpscycoun_love_marriage_4_02,2.611111111111111,3.0555555555555554,3.138888888888889,2.935185185185185,3
cpsycoun,cpscycoun_love_marriage_4_04,2.75,2.361111111111111,3.5277777777777777,2.8796296296296298,3
cpsycoun,cpscycoun_love_marriage_4_06,2.555555555555556,2.5,3.5,2.8518518518518516,3
cpsycoun,cpscycoun_love_marriage_4_08,2.611111111111111,2.3333333333333335,3.5833333333333335,2.842592592592593,3
cpsycoun,cpscycoun_love_marriage_4_10,2.611111111111111,2.416666666666667,3.5833333333333335,2.8703703703703707,3
cpsycoun,cpscycoun_love_marriage_5_02,3.194444444444444,3.0833333333333335,3.416666666666667,3.2314814814814814,3
cpsycoun,cpscycoun_love_marriage_5_04,2.75,2.361111111111111,3.3055555555555554,2.8055555555555554,3
cpsycoun,cpscycoun_love_marriage_5_06,2.5833333333333335,4.0,3.4444444444444446,3.342592592592593,3
cpsycoun,cpscycoun_love_marriage_5_10,2.5555555555555554,4.0,3.861111111111111,3.472222222222222,3
cpsycoun,cpscycoun_mental_disease_1_02,2.4722222222222223,2.75,3.0277777777777777,2.75,3
cpsycoun,cpscycoun_mental_disease_1_04,2.5,3.5277777777777777,3.388888888888889,3.138888888888889,3
cpsycoun,cpscycoun_mental_disease_1_06,2.611111111111111,3.7777777777777777,3.5555555555555554,3.314814814814815,3
cpsycoun,cpscycoun_mental_disease_1_08,2.611111111111111,2.5,3.5277777777777777,2.8796296296296298,3
cpsycoun,cpscycoun_mental_disease_1_10,2.5,3.3055555555555554,3.4166666666666665,3.074074074074074,3
cpsycoun,cpscycoun_mental_disease_2_02,2.6944444444444446,2.8333333333333335,3.3333333333333335,2.953703703703704,3
cpsycoun,cpscycoun_mental_disease_2_04,2.4166666666666665,2.388888888888889,3.5277777777777777,2.7777777777777772,3
cpsycoun,cpscycoun_mental_disease_2_08,3.111111111111111,3.9444444444444446,4.027777777777778,3.694444444444444,3
cpsycoun,cpscycoun_mental_disease_2_10,3.5555555555555554,4.472222222222222,4.083333333333333,4.037037037037037,3
cpsycoun,cpscycoun_mental_disease_3_02,3.1666666666666665,3.0833333333333335,3.5833333333333335,3.277777777777778,3
cpsycoun,cpscycoun_mental_disease_3_04,3.2222222222222223,4.0,3.888888888888889,3.7037037037037037,3
cpsycoun,cpscycoun_mental_disease_3_06,3.5,4.0,3.944444444444444,3.814814814814815,3
cpsycoun,cpscycoun_mental_disease_3_10,3.75,4.083333333333333,4.0,3.944444444444444,3
cpsycoun,cpscycoun_mental_disease_4_02,2.6666666666666665,3.4166666666666665,3.5,3.194444444444444,3
cpsycoun,cpscycoun_mental_disease_4_04,2.75,3.555555555555556,3.5,3.2685185185185186,3
cpsycoun,cpscycoun_mental_disease_4_06,2.805555555555556,3.5,3.5,3.2685185185185186,3
cpsycoun,cpscycoun_mental_disease_4_08,2.611111111111111,3.4722222222222223,3.5,3.1944444444444446,3
cpsycoun,cpscycoun_mental_disease_4_10,3.138888888888889,4.611111111111112,4.0,3.9166666666666665,3
cpsycoun,cpscycoun_mental_disease_5_02,3.0833333333333335,3.0833333333333335,3.2777777777777777,3.1481481481481484,3
cpsycoun,cpscycoun_mental_disease_5_04,3.0277777777777777,3.1666666666666665,3.361111111111111,3.185185185185185,3
cpsycoun,cpscycoun_mental_disease_5_06,2.861111111111111,3.0277777777777777,3.4166666666666665,3.1018518518518516,3
cpsycoun,cpscycoun_mental_disease_5_10,3.333333333333333,4.194444444444445,4.055555555555555,3.8611111111111107,3
cpsycoun,cpscycoun_self-growth_1_02,2.6944444444444446,3.111111111111111,3.388888888888889,3.064814814814815,3
cpsycoun,cpscycoun_self-growth_1_04,3.0277777777777777,3.5277777777777777,3.5833333333333335,3.3796296296296298,3
cpsycoun,cpscycoun_self-growth_1_06,4.0,4.083333333333333,3.944444444444444,4.009259259259259,3
cpsycoun,cpscycoun_self-growth_1_08,3.2777777777777777,4.0,3.861111111111111,3.7129629629629632,3
cpsycoun,cpscycoun_self-growth_1_10,4.0,4.083333333333333,4.055555555555555,4.046296296296296,3
cpsycoun,cpscycoun_self-growth_2_02,3.0277777777777777,3.2777777777777777,3.4166666666666665,3.2407407407407405,3
cpsycoun,cpscycoun_self-growth_2_04,3.166666666666667,3.361111111111111,3.5833333333333335,3.3703703703703707,3
cpsycoun,cpscycoun_self-growth_2_08,2.888888888888889,3.5833333333333335,3.5833333333333335,3.3518518518518516,3
cpsycoun,cpscycoun_self-growth_2_10,2.638888888888889,2.7777777777777777,3.305555555555556,2.907407407407407,3
cpsycoun,cpscycoun_self-growth_3_02,2.805555555555556,3.0833333333333335,3.361111111111111,3.0833333333333335,3
cpsycoun,cpscycoun_self-growth_3_04,2.888888888888889,3.166666666666667,3.5277777777777777,3.194444444444444,3
cpsycoun,cpscycoun_self-growth_3_06,2.8055555555555554,3.0,3.5833333333333335,3.1296296296296298,3
cpsycoun,cpscycoun_self-growth_3_10,2.861111111111111,2.833333333333333,3.4722222222222223,3.055555555555556,3
cpsycoun,cpscycoun_self-growth_4_02,2.888888888888889,3.1944444444444446,3.2777777777777777,3.1203703703703702,3
cpsycoun,cpscycoun_self-growth_4_04,2.6944444444444446,3.5833333333333335,3.5833333333333335,3.2870370370370376,3
cpsycoun,cpscycoun_self-growth_4_06,2.7222222222222223,3.444444444444444,3.5833333333333335,3.25,3
cpsycoun,cpscycoun_self-growth_4_08,2.944444444444444,3.8333333333333335,3.861111111111111,3.5462962962962963,3
cpsycoun,cpscycoun_self-growth_4_10,4.0,4.0,4.0,4.0,3
cpsycoun,cpscycoun_self-growth_5_02,3.305555555555556,3.2222222222222223,3.4722222222222223,3.3333333333333335,3
cpsycoun,cpscycoun_self-growth_5_04,3.555555555555556,3.5,3.5277777777777777,3.5277777777777772,3
cpsycoun,cpscycoun_self-growth_5_06,3.055555555555556,3.75,3.5833333333333335,3.4629629629629632,3
cpsycoun,cpscycoun_self-growth_5_10,3.5833333333333335,4.0,3.9444444444444446,3.842592592592593,3
cpsycoun,cpscycoun_sex_1_02,3.25,3.6944444444444446,3.5555555555555554,3.5,3
cpsycoun,cpscycoun_sex_1_04,3.638888888888889,4.25,3.944444444444444,3.9444444444444446,3
cpsycoun,cpscycoun_sex_1_06,3.5555555555555554,4.0,4.0,3.8518518518518516,3
cpsycoun,cpscycoun_sex_1_08,3.7777777777777777,4.0,3.9722222222222223,3.9166666666666665,3
cpsycoun,cpscycoun_sex_1_10,3.972222222222222,4.555555555555555,4.027777777777778,4.185185185185184,3
cpsycoun,cpscycoun_sex_2_02,3.611111111111111,3.361111111111111,3.611111111111111,3.527777777777778,3
cpsycoun,cpscycoun_sex_2_04,3.4722222222222223,2.8333333333333335,3.4722222222222223,3.2592592592592595,3
cpsycoun,cpscycoun_sex_2_08,2.888888888888889,3.0833333333333335,3.5277777777777777,3.1666666666666665,3
cpsycoun,cpscycoun_sex_2_10,3.4722222222222223,3.388888888888889,3.5833333333333335,3.4814814814814814,3
cpsycoun,cpscycoun_sex_3_02,3.1666666666666665,3.0833333333333335,3.4722222222222223,3.2407407407407405,3
cpsycoun,cpscycoun_sex_3_04,3.25,3.361111111111111,3.5,3.3703703703703702,3
cpsycoun,cpscycoun_sex_3_06,3.361111111111111,3.6666666666666665,3.638888888888889,3.5555555555555554,3
cpsycoun,cpscycoun_sex_3_10,3.5833333333333335,4.0,3.888888888888889,3.8240740740740744,3
cpsycoun,cpscycoun_sex_4_02,3.388888888888889,3.0555555555555554,3.5833333333333335,3.342592592592593,3
cpsycoun,cpscycoun_sex_4_04,3.638888888888889,3.5,3.638888888888889,3.592592592592593,3
cpsycoun,cpscycoun_sex_4_06,3.6944444444444446,3.8333333333333335,3.7222222222222223,3.75,3
cpsycoun,cpscycoun_sex_4_08,3.361111111111111,3.388888888888889,3.611111111111111,3.4537037037037037,3
cpsycoun,cpscycoun_sex_4_10,3.638888888888889,4.0,4.0,3.8796296296296298,3
cpsycoun,cpscycoun_sex_5_02,3.305555555555556,3.111111111111111,3.4166666666666665,3.277777777777778,3
cpsycoun,cpscycoun_sex_5_04,3.4166666666666665,3.5277777777777777,3.5555555555555554,3.5,3
cpsycoun,cpscycoun_sex_5_06,3.5555555555555554,3.888888888888889,3.5833333333333335,3.675925925925926,3
cpsycoun,cpscycoun_sex_5_10,3.388888888888889,3.9444444444444446,3.7777777777777777,3.7037037037037037,3
cpsycoun,cpscycoun_social_relationship_1_02,2.9444444444444446,3.111111111111111,3.5555555555555554,3.2037037037037037,3
cpsycoun,cpscycoun_social_relationship_1_04,3.0277777777777777,3.0555555555555554,3.4722222222222223,3.185185185185185,3
cpsycoun,cpscycoun_social_relationship_1_06,3.0277777777777777,3.0555555555555554,3.5,3.194444444444444,3
cpsycoun,cpscycoun_social_relationship_1_08,3.0833333333333335,3.0555555555555554,3.5555555555555554,3.2314814814814814,3
cpsycoun,cpscycoun_social_relationship_2_02,3.333333333333333,3.25,3.4444444444444446,3.342592592592593,3
cpsycoun,cpscycoun_social_relationship_2_04,3.5833333333333335,3.861111111111111,3.5277777777777777,3.657407407407407,3
cpsycoun,cpscycoun_social_relationship_2_06,3.5277777777777777,3.6666666666666665,3.5833333333333335,3.592592592592593,3
cpsycoun,cpscycoun_social_relationship_2_10,3.4722222222222223,4.277777777777778,3.5277777777777777,3.7592592592592595,3
cpsycoun,cpscycoun_social_relationship_3_02,2.5555555555555554,3.0833333333333335,3.388888888888889,3.0092592592592595,3
cpsycoun,cpscycoun_social_relationship_3_04,2.388888888888889,2.5833333333333335,3.5,2.824074074074074,3
cpsycoun,cpscycoun_social_relationship_3_06,3.0277777777777777,4.0,3.888888888888889,3.638888888888889,3
cpsycoun,cpscycoun_social_relationship_3_08,3.138888888888889,4.0,4.0,3.7129629629629632,3
cpsycoun,cpscycoun_social_relationship_3_10,3.7222222222222223,4.916666666666667,4.027777777777778,4.222222222222222,3
cpsycoun,cpscycoun_social_relationship_4_02,2.944444444444444,3.0833333333333335,3.166666666666667,3.064814814814815,3
cpsycoun,cpscycoun_social_relationship_4_04,2.388888888888889,2.5833333333333335,3.4166666666666665,2.7962962962962963,3
cpsycoun,cpscycoun_social_relationship_4_06,2.75,2.9444444444444446,3.5,3.064814814814815,3
cpsycoun,cpscycoun_social_relationship_4_08,2.583333333333333,2.5277777777777777,3.5277777777777777,2.8796296296296298,3
cpsycoun,cpscycoun_social_relationship_4_10,3.0555555555555554,4.027777777777778,4.0,3.694444444444444,3
cpsycoun,cpscycoun_social_relationship_5_02,3.0555555555555554,3.2222222222222223,3.4722222222222223,3.25,3
cpsycoun,cpscycoun_social_relationship_5_04,2.8333333333333335,3.0277777777777777,3.5833333333333335,3.1481481481481484,3
cpsycoun,cpscycoun_social_relationship_5_08,2.8333333333333335,3.1944444444444446,3.5,3.175925925925926,3
cpsycoun,cpscycoun_social_relationship_5_10,2.861111111111111,3.111111111111111,3.5277777777777777,3.1666666666666665,3
esconv,esconv_0,4.0,4.833333333333333,4.138888888888889,4.3240740740740735,3
esconv,esconv_1,3.9166666666666665,4.416666666666667,4.083333333333333,4.138888888888889,3
esconv,esconv_10,,4.333333333333333,4.027777777777778,4.180555555555555,2
esconv,esconv_100,4.0,4.638888888888889,4.083333333333333,4.2407407407407405,3
esconv,esconv_101,3.944444444444444,4.805555555555556,4.0,4.25,3
esconv,esconv_102,4.222222222222222,4.777777777777778,4.138888888888888,4.37962962962963,3
esconv,esconv_103,2.9722222222222223,4.75,4.0,3.907407407407407,3
esconv,esconv_104,3.9444444444444446,4.5,4.027777777777778,4.157407407407407,3
esconv,esconv_105,4.888888888888889,5.0,4.888888888888889,4.9259259259259265,3
esconv,esconv_106,3.3333333333333335,4.0,3.805555555555556,3.7129629629629632,3
esconv,esconv_107,4.111111111111111,4.694444444444445,4.25,4.351851851851852,3
esconv,esconv_108,3.8333333333333335,4.0,4.0,3.9444444444444446,3
esconv,esconv_109,4.138888888888888,4.611111111111111,4.083333333333333,4.277777777777778,3
esconv,esconv_11,,2.333333333333333,3.1666666666666665,2.75,2
esconv,esconv_110,2.833333333333333,3.777777777777778,3.7222222222222223,3.444444444444444,3
esconv,esconv_111,4.777777777777778,5.0,4.638888888888889,4.805555555555556,3
esconv,esconv_112,4.0,4.916666666666667,4.0,4.305555555555556,3
esconv,esconv_113,3.7777777777777777,4.333333333333333,4.0,4.037037037037037,3
esconv,esconv_114,2.388888888888889,3.25,3.25,2.9629629629629632,3
esconv,esconv_115,3.5277777777777777,4.166666666666667,3.8333333333333335,3.842592592592593,3
esconv,esconv_116,4.0,4.972222222222222,4.055555555555555,4.342592592592593,3
esconv,esconv_117,3.3333333333333335,3.4166666666666665,3.75,3.5,3
esconv,esconv_118,4.027777777777778,4.944444444444445,4.166666666666667,4.37962962962963,3
esconv,esconv_119,2.9722222222222223,2.944444444444444,3.138888888888889,3.0185185185185186,3
esconv,esconv_12,,4.25,3.9722222222222223,4.111111111111111,2
esconv,esconv_120,4.0,4.083333333333333,4.0,4.027777777777778,3
esconv,esconv_121,2.444444444444444,3.6944444444444446,3.7777777777777777,3.305555555555556,3
esconv,esconv_122,4.194444444444445,4.777777777777778,4.166666666666667,4.37962962962963,3
esconv,esconv_123,4.305555555555555,4.972222222222222,4.611111111111111,4.62962962962963,3
esconv,esconv_124,4.277777777777778,5.0,4.138888888888888,4.472222222222222,3
esconv,esconv_125,3.1666666666666665,4.0,3.75,3.638888888888889,3
esconv,esconv_126,3.9722222222222223,4.361111111111112,4.083333333333333,4.138888888888889,3
esconv,esconv_127,4.305555555555555,4.888888888888888,4.25,4.481481481481481,3
esconv,esconv_128,3.9722222222222223,4.333333333333333,3.972222222222222,4.092592592592593,3
esconv,esconv_129,4.25,5.0,4.444444444444445,4.564814814814815,3
esconv,esconv_13,4.0,4.0,4.0,4.0,3
esconv,esconv_130,3.9722222222222223,4.083333333333333,4.027777777777778,4.027777777777778,3
esconv,esconv_131,2.7222222222222223,2.5,3.8055555555555554,3.0092592592592595,3
esconv,esconv_132,3.888888888888889,4.305555555555555,3.9722222222222223,4.055555555555556,3
esconv,esconv_133,4.333333333333333,5.0,4.25,4.527777777777778,3
esconv,esconv_134,2.6666666666666665,2.2222222222222223,3.0277777777777777,2.638888888888889,3
esconv,esconv_135,2.638888888888889,2.0833333333333335,2.944444444444444,2.5555555555555554,3
esconv,esconv_136,4.194444444444445,5.0,4.222222222222222,4.472222222222222,3
esconv,esconv_137,3.9166666666666665,4.527777777777778,4.0,4.148148148148148,3
esconv,esconv_138,3.75,4.138888888888889,4.0,3.9629629629629632,3
esconv,esconv_139,3.5833333333333335,3.861111111111111,3.75,3.7314814814814814,3
esconv,esconv_14,3.5,4.027777777777778,4.0,3.842592592592593,3
esconv,esconv_140,3.7222222222222223,4.111111111111111,4.0,3.944444444444444,3
esconv,esconv_141,4.055555555555555,5.0,4.0,4.351851851851852,3
esconv,esconv_142,2.0,1.3611111111111112,2.388888888888889,1.9166666666666667,3
esconv,esconv_143,2.888888888888889,3.8333333333333335,3.9722222222222223,3.564814814814815,3
esconv,esconv_144,4.138888888888889,4.861111111111111,4.166666666666667,4.388888888888889,3
esconv,esconv_145,2.9444444444444446,3.888888888888889,3.8333333333333335,3.555555555555556,3
esconv,esconv_146,4.0,4.833333333333333,4.0,4.277777777777778,3
esconv,esconv_147,3.5277777777777777,3.7222222222222223,3.8333333333333335,3.6944444444444446,3
esconv,esconv_148,3.388888888888889,4.527777777777778,4.083333333333334,4.0,3
esconv,esconv_149,3.111111111111111,5.0,4.138888888888888,4.083333333333333,3
esconv,esconv_15,4.0,4.166666666666666,4.111111111111112,4.092592592592593,3
esconv,esconv_150,2.638888888888889,3.7222222222222223,3.611111111111111,3.324074074074074,3
esconv,esconv_151,3.833333333333333,4.0,4.0,3.944444444444444,3
esconv,esconv_152,3.638888888888889,4.138888888888888,4.0,3.9259259259259256,3
esconv,esconv_153,4.25,4.944444444444445,4.138888888888888,4.444444444444444,3
esconv,esconv_154,4.0,4.666666666666667,4.0,4.222222222222222,3
esconv,esconv_155,3.888888888888889,4.555555555555555,4.166666666666666,4.203703703703703,3
esconv,esconv_156,3.861111111111111,4.944444444444445,4.055555555555555,4.287037037037037,3
esconv,esconv_157,3.611111111111111,4.472222222222222,4.055555555555555,4.046296296296297,3
esconv,esconv_158,4.138888888888889,4.972222222222222,4.222222222222222,4.444444444444444,3
esconv,esconv_159,2.5277777777777777,1.6388888888888888,2.361111111111111,2.1759259259259256,3
esconv,esconv_16,4.138888888888889,4.972222222222222,4.083333333333333,4.398148148148148,3
esconv,esconv_160,2.861111111111111,4.0,3.75,3.5370370370370368,3
esconv,esconv_161,2.75,3.1666666666666665,3.555555555555556,3.157407407407407,3
esconv,esconv_162,3.888888888888889,4.222222222222222,4.055555555555555,4.055555555555555,3
esconv,esconv_163,3.055555555555556,4.694444444444445,3.9722222222222223,3.907407407407407,3
esconv,esconv_164,3.861111111111111,3.9444444444444446,3.7777777777777777,3.8611111111111107,3
esconv,esconv_165,4.305555555555555,5.0,4.444444444444445,4.583333333333333,3
esconv,esconv_166,2.944444444444444,3.4444444444444446,3.944444444444444,3.4444444444444446,3
esconv,esconv_167,4.194444444444445,4.75,4.277777777777778,4.407407407407407,3
esconv,esconv_168,3.611111111111111,3.944444444444444,3.75,3.7685185185185186,3
esconv,esconv_169,3.944444444444444,4.805555555555555,4.055555555555555,4.268518518518518,3
