dataset,interaction_id,claude,gemini,gpt,judge_mean
cpsycoun,cpscycoun_love_marriage_5_04,2.2,1.3,2.8,2.1
cpsycoun,cpscycoun_love_marriage_5_06,1.9,1.3,2.7,1.9666666666666668
cpsycoun,cpscycoun_love_marriage_5_10,2.2,1.3,2.75,2.0833333333333335
cpsycoun,cpscycoun_mental_disease_1_02,2.2,1.4,2.4,2.0
cpsycoun,cpscycoun_mental_disease_1_04,2.1,2.0,2.7,2.2666666666666666
cpsycoun,cpscycoun_mental_disease_1_06,2.4,2.0,2.45,2.2833333333333337
cpsycoun,cpscycoun_mental_disease_1_08,2.3,1.5,2.8,2.1999999999999997
cpsycoun,cpscycoun_mental_disease_1_10,2.4,1.7,2.5,2.1999999999999997
cpsycoun,cpscycoun_mental_disease_2_02,2.1,1.3,2.65,2.016666666666667
cpsycoun,cpscycoun_mental_disease_2_04,2.2,1.8,2.65,2.216666666666667
cpsycoun,cpscycoun_mental_disease_2_08,2.2,2.0,2.95,2.3833333333333333
cpsycoun,cpscycoun_mental_disease_2_10,2.2,1.7,3.0,2.3000000000000003
cpsycoun,cpscycoun_mental_disease_3_02,1.8,1.2,2.4,1.8
cpsycoun,cpscycoun_mental_disease_3_04,2.3,1.9,2.35,2.183333333333333
cpsycoun,cpscycoun_mental_disease_3_06,2.4,2.0,2.5,2.3000000000000003
cpsycoun,cpscycoun_mental_disease_3_10,2.3,1.7,2.5,2.1666666666666665
cpsycoun,cpscycoun_mental_disease_4_02,2.0,1.4,2.4,1.9333333333333333
cpsycoun,cpscycoun_mental_disease_4_04,2.3,1.9,2.9,2.3666666666666667
cpsycoun,cpscycoun_mental_disease_4_06,2.3,2.3,2.9,2.5
cpsycoun,cpscycoun_mental_disease_4_08,2.2,2.0,3.05,2.4166666666666665
cpsycoun,cpscycoun_mental_disease_4_10,2.2,2.0,3.05,2.4166666666666665
cpsycoun,cpscycoun_mental_disease_5_02,2.1,1.0,2.2,1.7666666666666668
cpsycoun,cpscycoun_mental_disease_5_04,2.0,1.0,2.45,1.8166666666666667
cpsycoun,cpscycoun_mental_disease_5_06,2.1,1.5,2.35,1.9833333333333334
cpsycoun,cpscycoun_mental_disease_5_10,2.15,1.0,2.7,1.95
cpsycoun,cpscycoun_self-growth_1_02,2.2,1.9,2.9,2.3333333333333335
cpsycoun,cpscycoun_self-growth_1_04,2.8,2.4,3.3,2.8333333333333335
cpsycoun,cpscycoun_self-growth_1_06,2.4,2.3,3.25,2.65
cpsycoun,cpscycoun_self-growth_1_08,2.5,2.3,3.2,2.6666666666666665
cpsycoun,cpscycoun_self-growth_1_10,2.2,2.1,3.0,2.4333333333333336
cpsycoun,cpscycoun_self-growth_2_02,1.4,1.7,2.5,1.8666666666666665
cpsycoun,cpscycoun_self-growth_2_04,1.8,1.7,2.4,1.9666666666666668
cpsycoun,cpscycoun_self-growth_2_08,2.2,2.0,2.55,2.25
cpsycoun,cpscycoun_self-growth_2_10,1.9,2.2,2.65,2.25
cpsycoun,cpscycoun_self-growth_3_02,1.8,1.2,2.0,1.6666666666666667
cpsycoun,cpscycoun_self-growth_3_04,2.2,1.7,2.0,1.9666666666666668
cpsycoun,cpscycoun_self-growth_3_06,2.1,1.3,2.6,2.0
cpsycoun,cpscycoun_self-growth_3_10,1.8,1.6,2.3,1.9000000000000001
cpsycoun,cpscycoun_self-growth_4_02,1.7,1.6,2.5,1.9333333333333333
cpsycoun,cpscycoun_self-growth_4_04,2.2,1.8,3.2,2.4
cpsycoun,cpscycoun_self-growth_4_06,2.1,1.6,2.55,2.0833333333333335
cpsycoun,cpscycoun_self-growth_4_08,2.2,1.7,3.1,2.3333333333333335
cpsycoun,cpscycoun_self-growth_4_10,2.3,1.6,3.25,2.3833333333333333
cpsycoun,cpscycoun_self-growth_5_02,2.6,2.5,3.45,2.85
cpsycoun,cpscycoun_self-growth_5_04,2.8,2.8,3.25,2.9499999999999997
cpsycoun,cpscycoun_self-growth_5_06,2.4,2.3,3.15,2.6166666666666667
cpsycoun,cpscycoun_self-growth_5_10,2.4,2.2,2.65,2.4166666666666665
cpsycoun,cpscycoun_sex_1_02,1.6,1.0,2.5,1.7
cpsycoun,cpscycoun_sex_1_04,1.6,1.0,2.35,1.6500000000000001
cpsycoun,cpscycoun_sex_1_06,2.2,1.0,2.5,1.9000000000000001
cpsycoun,cpscycoun_sex_1_08,2.0,1.1,2.6,1.9000000000000001
cpsycoun,cpscycoun_sex_1_10,2.1,1.2,2.55,1.95
cpsycoun,cpscycoun_sex_2_02,2.8,3.1,3.4,3.1
cpsycoun,cpscycoun_sex_2_04,2.1,1.5,3.0,2.1999999999999997
cpsycoun,cpscycoun_sex_2_08,2.2,1.4,2.65,2.0833333333333335
cpsycoun,cpscycoun_sex_2_10,2.0,1.7,2.8,2.1666666666666665
cpsycoun,cpscycoun_sex_3_02,2.4,2.2,3.25,2.6166666666666667
cpsycoun,cpscycoun_sex_3_04,2.1,1.2,2.55,1.95
cpsycoun,cpscycoun_sex_3_06,2.3,1.8,2.7,2.2666666666666666
cpsycoun,cpscycoun_sex_3_10,2.65,1.8,3.0,2.4833333333333334
cpsycoun,cpscycoun_sex_4_02,2.5,2.2,2.9,2.533333333333333
cpsycoun,cpscycoun_sex_4_04,2.4,1.7,2.8,2.3
cpsycoun,cpscycoun_sex_4_06,3.0,3.1,3.35,3.15
cpsycoun,cpscycoun_sex_4_08,2.6,2.0,3.05,2.55
cpsycoun,cpscycoun_sex_4_10,2.6,2.3,3.35,2.75
cpsycoun,cpscycoun_sex_5_02,2.7,3.4,3.3,3.133333333333333
cpsycoun,cpscycoun_sex_5_04,2.8,2.5,3.7,3.0
cpsycoun,cpscycoun_sex_5_06,2.6,3.1,3.5,3.0666666666666664
cpsycoun,cpscycoun_sex_5_10,2.6,2.4,3.35,2.783333333333333
cpsycoun,cpscycoun_social_relationship_1_02,2.3,1.9,2.8,2.333333333333333
cpsycoun,cpscycoun_social_relationship_1_04,2.0,1.5,2.85,2.1166666666666667
cpsycoun,cpscycoun_social_relationship_1_06,2.2,1.4,2.9,2.1666666666666665
cpsycoun,cpscycoun_social_relationship_1_08,2.3,1.4,2.95,2.216666666666667
cpsycoun,cpscycoun_social_relationship_2_02,3.1,3.8,3.5,3.466666666666667
cpsycoun,cpscycoun_social_relationship_2_04,2.8,2.8,3.2,2.9333333333333336
cpsycoun,cpscycoun_social_relationship_2_06,2.6,2.8,3.3,2.9
cpsycoun,cpscycoun_social_relationship_2_10,2.4,2.2,3.1,2.5666666666666664
cpsycoun,cpscycoun_social_relationship_3_02,2.0,1.3,2.85,2.0500000000000003
cpsycoun,cpscycoun_social_relationship_3_04,2.3,2.1,2.9,2.4333333333333336
cpsycoun,cpscycoun_social_relationship_3_06,2.4,2.1,3.15,2.5500000000000003
cpsycoun,cpscycoun_social_relationship_3_08,2.3,2.2,3.15,2.5500000000000003
cpsycoun,cpscycoun_social_relationship_3_10,2.4,2.1,3.0,2.5
cpsycoun,cpscycoun_social_relationship_4_02,1.9,1.9,2.3,2.033333333333333
cpsycoun,cpscycoun_social_relationship_4_04,1.8,1.9,2.7,2.1333333333333333
cpsycoun,cpscycoun_social_relationship_4_06,2.2,1.9,2.8,2.3
cpsycoun,cpscycoun_social_relationship_4_08,2.2,2.1,2.7,2.3333333333333335
cpsycoun,cpscycoun_social_relationship_4_10,2.1,1.9,3.0,2.3333333333333335
cpsycoun,cpscycoun_social_relationship_5_02,1.8,2.1,2.55,2.15
cpsycoun,cpscycoun_social_relationship_5_04,1.9,1.7,2.7,2.1
cpsycoun,cpscycoun_social_relationship_5_08,1.9,1.6,2.8,2.1
cpsycoun,cpscycoun_social_relationship_5_10,1.8,1.6,2.3,1.9000000000000001
esconv,esconv_0,1.6,1.6,2.7,1.9666666666666668
esconv,esconv_1,2.0,1.4,2.0,1.8
esconv,esconv_10,1.7,1.6,2.4,1.8999999999999997
esconv,esconv_100,1.9,1.2,2.55,1.883333333333333
esconv,esconv_101,1.6,1.0,2.65,1.75
esconv,esconv_102,1.9,1.8,2.95,2.216666666666667
esconv,esconv_103,1.0,1.0,1.6,1.2
esconv,esconv_104,1.5,1.3,2.1,1.6333333333333335
esconv,esconv_105,1.6,2.0,2.5,2.033333333333333
esconv,esconv_106,1.9,1.0,2.05,1.6499999999999997
esconv,esconv_107,2.1,1.9,3.1,2.3666666666666667
esconv,esconv_108,1.6,1.2,2.45,1.75
esconv,esconv_109,2.6,1.9,3.05,2.5166666666666666
esconv,esconv_11,1.0,1.0,1.7,1.2333333333333334
esconv,esconv_110,1.0,1.0,1.75,1.25
esconv,esconv_111,1.7,1.5,2.5,1.9000000000000001
esconv,esconv_112,1.9,1.6,2.75,2.0833333333333335
esconv,esconv_113,1.5,1.0,1.95,1.4833333333333334
esconv,esconv_114,1.2,1.0,1.85,1.3500000000000003
esconv,esconv_115,1.6,1.0,2.4,1.6666666666666667
esconv,esconv_116,1.6,1.0,2.35,1.6500000000000001
esconv,esconv_117,1.5,1.0,2.3,1.5999999999999999
esconv,esconv_118,1.6,1.8,2.8,2.066666666666667
esconv,esconv_119,1.9,1.0,2.15,1.6833333333333333
esconv,esconv_12,1.2,1.0,2.1,1.4333333333333336
esconv,esconv_120,1.6,1.3,2.1,1.6666666666666667
esconv,esconv_121,1.2,1.0,1.6,1.2666666666666668
esconv,esconv_122,1.9,1.0,2.0,1.6333333333333335
esconv,esconv_123,1.7,1.3,2.75,1.9166666666666667
esconv,esconv_124,1.5,1.4,2.45,1.7833333333333332
esconv,esconv_125,1.2,1.0,2.1,1.4333333333333336
esconv,esconv_126,2.1,1.8,2.7,2.2
esconv,esconv_127,1.8,1.4,2.65,1.95
esconv,esconv_128,1.6,1.5,2.55,1.8833333333333335
esconv,esconv_129,1.7,1.4,3.1,2.0666666666666664
esconv,esconv_13,1.9,1.0,2.1,1.6666666666666667
esconv,esconv_130,2.1,1.6,2.55,2.0833333333333335
esconv,esconv_131,1.2,1.0,2.15,1.45
esconv,esconv_132,2.0,2.1,2.75,2.283333333333333
esconv,esconv_133,1.9,1.2,2.5,1.8666666666666665
esconv,esconv_134,1.1,1.0,1.6,1.2333333333333334
esconv,esconv_135,1.0,1.0,1.1,1.0333333333333334
esconv,esconv_136,1.8,1.2,2.35,1.7833333333333332
esconv,esconv_137,1.9,1.0,2.4,1.7666666666666666
esconv,esconv_138,1.5,1.3,2.15,1.6499999999999997
esconv,esconv_139,2.8,2.2,2.45,2.4833333333333334
esconv,esconv_14,2.3,1.2,2.7,2.066666666666667
esconv,esconv_140,1.5,1.0,1.85,1.45
esconv,esconv_141,2.4,2.3,2.65,2.4499999999999997
esconv,esconv_142,1.3,1.0,1.4,1.2333333333333332
esconv,esconv_143,1.3,1.2,2.0,1.5
esconv,esconv_144,2.2,1.6,2.85,2.216666666666667
esconv,esconv_145,1.7,1.0,2.2,1.6333333333333335
esconv,esconv_146,2.1,1.9,2.95,2.316666666666667
esconv,esconv_147,1.4,1.0,2.1,1.5
esconv,esconv_148,1.4,1.5,2.15,1.6833333333333333
esconv,esconv_149,1.2,1.0,1.6,1.2666666666666668
esconv,esconv_15,2.8,1.9,2.6,2.433333333333333
esconv,esconv_150,1.6,1.0,1.9,1.5
esconv,esconv_151,1.8,1.3,2.4,1.8333333333333333
esconv,esconv_152,1.6,1.0,2.1,1.5666666666666667
esconv,esconv_153,1.8,1.1,2.5,1.8
esconv,esconv_154,1.5,1.0,1.9,1.4666666666666668
esconv,esconv_155,1.6,1.0,2.05,1.55
esconv,esconv_156,1.6,1.6,2.3,1.8333333333333333
esconv,esconv_157,1.5,1.0,2.2,1.5666666666666667
esconv,esconv_158,2.2,1.3,2.55,2.0166666666666666
esconv,esconv_159,1.4,1.0,1.65,1.3499999999999999
esconv,esconv_16,1.4,1.0,2.1,1.5
esconv,esconv_160,1.6,1.0,1.9,1.5
esconv,esconv_161,1.1,1.0,1.9,1.3333333333333333
esconv,esconv_162,1.9,1.3,2.75,1.9833333333333334
esconv,esconv_163,1.2,1.0,1.9,1.3666666666666665
esconv,esconv_164,1.6,1.5,2.7,1.9333333333333336
esconv,esconv_165,1.6,1.0,2.6,1.7333333333333334
esconv,esconv_166,1.5,1.1,2.05,1.55
esconv,esconv_167,2.0,1.3,2.9,2.0666666666666664
esconv,esconv_168,1.7,1.4,2.6,1.8999999999999997
esconv,esconv_169,1.4,1.1,2.15,1.55
esconv,esconv_17,1.2,1.0,1.6,1.2666666666666668
esconv,esconv_170,1.3,1.0,1.75,1.3499999999999999
esconv,esconv_171,2.3,1.9,2.8,2.333333333333333
esconv,esconv_172,2.3,2.1,2.65,2.35
esconv,esconv_173,2.0,1.4,2.75,2.0500000000000003
esconv,esconv_174,1.3,1.3,1.9,1.5
esconv,esconv_175,2.0,1.1,2.65,1.9166666666666667
esconv,esconv_176,2.2,1.5,2.2,1.9666666666666668
esconv,esconv_177,1.4,1.0,2.0,1.4666666666666668
esconv,esconv_178,2.0,1.4,2.3,1.8999999999999997
esconv,esconv_179,2.1,1.5,2.85,2.15
esconv,esconv_18,1.4,1.1,2.3,1.5999999999999999
esconv,esconv_180,1.0,1.0,1.4,1.1333333333333333
esconv,esconv_181,1.9,1.0,1.7,1.5333333333333332
esconv,esconv_182,1.8,1.5,2.8,2.033333333333333
esconv,esconv_183,1.7,1.0,2.1,1.6000000000000003
esconv,esconv_184,1.6,1.0,2.2,1.6000000000000003
esconv,esconv_185,2.3,1.6,2.65,2.183333333333333
esconv,esconv_186,1.7,1.0,2.1,1.6000000000000003
esconv,esconv_187,1.7,1.4,2.25,1.7833333333333332
esconv,esconv_188,1.8,1.4,2.0,1.7333333333333334
esconv,esconv_189,2.3,1.8,2.3,2.1333333333333333
esconv,esconv_19,2.1,1.1,2.7,1.9666666666666668
esconv,esconv_190,1.9,1.1,2.35,1.7833333333333332
esconv,esconv_191,2.7,2.1,2.7,2.5000000000000004
esconv,esconv_192,1.5,1.4,2.3,1.7333333333333332
esconv,esconv_193,1.5,1.0,1.9,1.4666666666666668
esconv,esconv_194,1.4,1.0,1.95,1.45
esconv,esconv_195,1.8,1.1,1.7,1.5333333333333334
esconv,esconv_196,1.7,1.0,2.0,1.5666666666666667
esconv,esconv_197,1.6,1.0,2.65,1.75
esconv,esconv_198,1.6,1.2,2.25,1.6833333333333333
esconv,esconv_199,2.0,1.5,2.6,2.033333333333333
esconv,esconv_2,1.6,1.1,2.3,1.6666666666666667
esconv,esconv_20,1.6,1.3,2.9,1.9333333333333336
esconv,esconv_21,1.6,1.0,2.0,1.5333333333333332
esconv,esconv_22,1.2,1.2,1.9,1.4333333333333333
esconv,esconv_23,1.8,1.0,2.05,1.6166666666666665
esconv,esconv_24,2.1,2.9,2.85,2.6166666666666667
esconv,esconv_25,1.6,1.0,2.35,1.6500000000000001
esconv,esconv_26,1.8,1.0,2.4,1.7333333333333332
esconv,esconv_27,2.6,2.2,2.8,2.5333333333333337
esconv,esconv_28,1.6,1.0,1.7,1.4333333333333333
esconv,esconv_29,1.8,1.3,2.6,1.9000000000000001
esconv,esconv_3,1.6,1.0,2.0,1.5333333333333332
esconv,esconv_30,1.7,1.3,2.15,1.7166666666666668
esconv,esconv_31,2.1,1.4,3.0,2.1666666666666665
esconv,esconv_32,2.5,1.7,3.0,2.4
esconv,esconv_33,1.7,1.2,2.05,1.6499999999999997
esconv,esconv_34,1.9,1.4,2.4,1.8999999999999997
esconv,esconv_35,1.5,1.0,2.2,1.5666666666666667
esconv,esconv_36,1.5,1.4,2.15,1.6833333333333333
esconv,esconv_37,2.5,1.9,2.85,2.4166666666666665
esconv,esconv_38,2.1,1.6,2.9,2.1999999999999997
esconv,esconv_39,1.2,1.0,2.15,1.45
esconv,esconv_4,1.5,1.0,1.6,1.3666666666666665
esconv,esconv_40,1.7,1.0,2.2,1.6333333333333335
esconv,esconv_41,2.0,1.7,2.45,2.0500000000000003
esconv,esconv_42,1.8,1.5,2.5,1.9333333333333333
esconv,esconv_43,1.3,1.0,1.7,1.3333333333333333
esconv,esconv_44,1.7,1.0,2.05,1.5833333333333333
esconv,esconv_45,2.1,1.9,2.55,2.183333333333333
esconv,esconv_46,1.2,1.0,1.85,1.3500000000000003
esconv,esconv_47,1.8,1.4,2.5,1.9000000000000001
esconv,esconv_48,2.1,1.1,2.6,1.9333333333333336
esconv,esconv_49,1.8,1.0,2.5,1.7666666666666666
esconv,esconv_5,2.0,1.4,2.7,2.033333333333333
esconv,esconv_50,1.2,1.3,2.05,1.5166666666666666
esconv,esconv_51,1.7,1.5,2.2,1.8
esconv,esconv_52,1.2,1.0,1.85,1.3500000000000003
esconv,esconv_53,2.0,1.4,2.75,2.0500000000000003
esconv,esconv_54,1.7,1.0,2.05,1.5833333333333333
esconv,esconv_55,1.6,1.6,2.1,1.7666666666666668
esconv,esconv_56,2.1,2.1,2.95,2.3833333333333333
esconv,esconv_57,2.2,1.5,3.05,2.25
esconv,esconv_58,1.9,1.6,2.85,2.1166666666666667
esconv,esconv_59,1.6,1.4,2.95,1.9833333333333334
esconv,esconv_6,1.4,1.2,2.4,1.6666666666666667
esconv,esconv_60,2.1,1.6,3.25,2.316666666666667
esconv,esconv_61,2.0,1.6,2.65,2.0833333333333335
esconv,esconv_62,2.2,1.2,2.2,1.866666666666667
esconv,esconv_63,2.3,1.8,2.95,2.35
esconv,esconv_64,1.5,1.2,2.05,1.5833333333333333
esconv,esconv_65,1.2,1.0,1.8,1.3333333333333333
esconv,esconv_66,1.1,1.0,1.7,1.2666666666666666
esconv,esconv_67,2.2,1.1,2.4,1.9000000000000001
esconv,esconv_68,1.6,1.2,2.0,1.5999999999999999
esconv,esconv_69,1.7,1.4,2.5,1.8666666666666665
esconv,esconv_7,2.4,1.8,2.7,2.3000000000000003
esconv,esconv_70,1.2,1.0,2.6,1.6000000000000003
esconv,esconv_71,1.9,1.6,2.3,1.9333333333333333
esconv,esconv_72,1.8,1.5,2.6,1.9666666666666668
esconv,esconv_73,2.0,1.7,2.95,2.216666666666667
esconv,esconv_74,1.3,1.0,1.7,1.3333333333333333
esconv,esconv_75,1.4,1.0,2.3,1.5666666666666664
esconv,esconv_76,2.2,1.7,2.7,2.2
esconv,esconv_77,1.6,1.3,2.0,1.6333333333333335
esconv,esconv_78,1.8,1.0,2.3,1.7
esconv,esconv_79,2.1,2.0,2.65,2.25
esconv,esconv_8,1.6,1.3,2.5,1.8
esconv,esconv_80,1.5,1.0,1.7,1.4000000000000001
esconv,esconv_81,1.8,1.4,2.65,1.95
esconv,esconv_82,1.6,1.0,2.05,1.55
esconv,esconv_83,1.2,1.0,1.85,1.3500000000000003
esconv,esconv_84,1.7,1.0,1.9,1.5333333333333332
esconv,esconv_85,2.3,1.6,2.35,2.0833333333333335
esconv,esconv_86,1.2,1.0,1.85,1.3500000000000003
esconv,esconv_87,1.9,1.7,2.8,2.1333333333333333
esconv,esconv_88,3.0,2.2,3.2,2.8000000000000003
esconv,esconv_89,1.5,1.0,2.55,1.6833333333333333
esconv,esconv_9,2.1,1.8,2.6,2.1666666666666665
esconv,esconv_90,1.0,1.0,1.0,1.0
esconv,esconv_91,2.1,1.2,2.8,2.033333333333333
esconv,esconv_92,2.6,2.4,3.05,2.6833333333333336
esconv,esconv_93,1.8,1.0,2.05,1.6166666666666665
esconv,esconv_94,3.1,2.4,3.45,2.983333333333333
esconv,esconv_95,1.9,1.6,2.7,2.066666666666667
esconv,esconv_96,2.4,1.5,2.75,2.216666666666667
esconv,esconv_97,1.6,1.0,2.0,1.5333333333333332
esconv,esconv_98,2.2,1.2,3.05,2.15
esconv,esconv_99,2.0,1.5,2.55,2.0166666666666666
kmi,kmi_1000,2.8,3.0,3.35,3.0500000000000003
kmi,kmi_108,2.1,1.9,2.4,2.1333333333333333
kmi,kmi_109,2.35,2.5,2.8,2.55
kmi,kmi_115,2.6,2.5,3.05,2.7166666666666663
kmi,kmi_130,2.4,2.4,3.2,2.6666666666666665
kmi,kmi_140,2.9,2.3,3.05,2.75
kmi,kmi_144,2.3,2.3,3.0,2.533333333333333
kmi,kmi_151,2.2,2.4,2.8,2.4666666666666663
kmi,kmi_152,2.3,2.5,3.35,2.716666666666667
kmi,kmi_155,2.2,2.2,2.75,2.3833333333333333
kmi,kmi_164,2.7,2.8,3.3,2.9333333333333336
kmi,kmi_167,2.8,2.4,2.9,2.6999999999999997
kmi,kmi_169,2.7,2.4,3.05,2.7166666666666663
kmi,kmi_174,2.8,3.3,3.25,3.1166666666666667
kmi,kmi_182,2.2,2.5,2.95,2.5500000000000003
kmi,kmi_186,2.9,3.05,3.1,3.016666666666666
kmi,kmi_189,2.3,2.2,2.95,2.4833333333333334
kmi,kmi_190,2.8,2.4,2.9,2.6999999999999997
kmi,kmi_192,2.4,2.1,2.9,2.466666666666667
kmi,kmi_198,2.1,1.9,2.85,2.283333333333333
kmi,kmi_2,2.3,2.5,3.0,2.6
kmi,kmi_212,2.7,2.7,3.05,2.8166666666666664
kmi,kmi_218,2.65,2.5,3.0,2.716666666666667
kmi,kmi_221,2.7,2.8,2.9,2.8000000000000003
kmi,kmi_224,2.8,2.6,3.2,2.866666666666667
kmi,kmi_225,2.3,3.1,3.2,2.866666666666667
kmi,kmi_226,2.8,2.7,3.3,2.9333333333333336
kmi,kmi_227,2.4,2.3,3.05,2.583333333333333
kmi,kmi_23,2.3,2.2,2.75,2.4166666666666665
kmi,kmi_232,2.7,2.4,3.1,2.733333333333333
kmi,kmi_24,2.5,2.3,3.1,2.6333333333333333
kmi,kmi_242,2.2,2.4,2.4,2.3333333333333335
kmi,kmi_250,2.7,2.3,3.05,2.6833333333333336
kmi,kmi_254,2.75,2.9,3.4,3.016666666666667
kmi,kmi_259,3.1,3.1,3.4,3.1999999999999997
kmi,kmi_260,2.7,2.9,3.1,2.9
kmi,kmi_268,2.6,2.2,2.95,2.5833333333333335
kmi,kmi_269,2.3,2.4,3.05,2.583333333333333
kmi,kmi_27,2.6,2.7,3.35,2.8833333333333333
kmi,kmi_272,2.4,2.5,2.85,2.5833333333333335
kmi,kmi_275,2.6,2.1,2.95,2.5500000000000003
kmi,kmi_276,3.25,3.2,3.45,3.3000000000000003
kmi,kmi_289,3.0,2.6,3.25,2.9499999999999997
kmi,kmi_29,2.2,2.3,2.8,2.433333333333333
kmi,kmi_291,2.3,2.9,3.25,2.8166666666666664
kmi,kmi_292,2.4,2.1,2.85,2.4499999999999997
kmi,kmi_293,2.7,2.6,3.2,2.8333333333333335
kmi,kmi_294,2.6,2.4,3.0,2.6666666666666665
kmi,kmi_295,2.7,2.6,3.1,2.8000000000000003
kmi,kmi_297,2.6,2.3,3.1,2.6666666666666665
kmi,kmi_298,2.7,2.4,2.75,2.6166666666666667
kmi,kmi_317,2.7,2.3,2.9,2.6333333333333333
kmi,kmi_318,2.3,1.9,2.6,2.266666666666666
kmi,kmi_338,2.3,2.3,2.85,2.483333333333333
kmi,kmi_342,2.3,2.4,3.0,2.5666666666666664
kmi,kmi_348,2.3,2.1,2.7,2.3666666666666667
kmi,kmi_355,2.9,3.3,3.35,3.183333333333333
kmi,kmi_359,2.6,2.6,3.35,2.85
kmi,kmi_36,2.6,2.5,3.2,2.766666666666667
kmi,kmi_361,2.6,2.6,3.1,2.766666666666667
kmi,kmi_363,2.4,2.3,2.75,2.483333333333333
kmi,kmi_370,2.4,1.8,3.0,2.4
kmi,kmi_386,1.8,2.4,3.2,2.466666666666667
kmi,kmi_387,2.7,2.9,3.2,2.9333333333333336
kmi,kmi_392,2.2,2.4,2.95,2.5166666666666666
kmi,kmi_398,2.8,2.4,3.1,2.766666666666666
kmi,kmi_40,2.7,2.5,3.25,2.8166666666666664
kmi,kmi_409,2.5,2.4,2.95,2.6166666666666667
kmi,kmi_41,2.8,2.8,3.25,2.9499999999999997
kmi,kmi_415,2.65,3.0,3.1,2.9166666666666665
kmi,kmi_417,2.1,2.0,2.7,2.2666666666666666
kmi,kmi_419,2.2,2.0,2.95,2.3833333333333333
kmi,kmi_436,2.6,1.9,2.9,2.466666666666667
kmi,kmi_437,2.3,1.9,2.9,2.3666666666666667
kmi,kmi_442,2.5,2.2,2.75,2.4833333333333334
kmi,kmi_444,2.8,2.9,3.25,2.983333333333333
kmi,kmi_455,2.4,2.9,2.75,2.6833333333333336
kmi,kmi_457,2.6,2.4,3.25,2.75
kmi,kmi_459,2.8,3.0,3.1,2.966666666666667
kmi,kmi_463,2.6,2.6,2.95,2.716666666666667
kmi,kmi_464,2.4,2.9,3.0,2.766666666666667
kmi,kmi_468,2.9,3.4,3.3,3.1999999999999997
kmi,kmi_469,2.7,1.9,2.75,2.4499999999999997
kmi,kmi_470,2.3,1.9,2.45,2.2166666666666663
kmi,kmi_481,2.2,2.0,2.65,2.283333333333333
kmi,kmi_484,2.6,2.9,2.8,2.766666666666667
kmi,kmi_498,2.6,2.6,3.1,2.766666666666667
kmi,kmi_502,2.5,2.6,3.1,2.733333333333333
kmi,kmi_503,1.9,1.8,2.45,2.0500000000000003
kmi,kmi_51,2.7,2.8,3.2,2.9
kmi,kmi_518,2.4,2.5,2.85,2.5833333333333335
kmi,kmi_519,2.2,1.9,2.95,2.35
kmi,kmi_528,2.7,3.1,3.3,3.0333333333333337
kmi,kmi_537,2.9,2.2,3.0,2.6999999999999997
kmi,kmi_543,2.1,1.9,2.75,2.25
kmi,kmi_546,2.2,2.0,2.85,2.35
kmi,kmi_556,2.55,2.3,3.0,2.6166666666666667
kmi,kmi_56,1.8,2.0,2.3,2.033333333333333
kmi,kmi_563,2.6,2.6,2.85,2.6833333333333336
kmi,kmi_564,2.3,2.3,2.8,2.4666666666666663
kmi,kmi_565,2.4,2.1,2.95,2.4833333333333334
kmi,kmi_566,3.2,3.4,3.3,3.2999999999999994
kmi,kmi_568,1.6,1.5,2.3,1.8
kmi,kmi_57,1.9,1.9,2.4,2.0666666666666664
kmi,kmi_573,2.7,2.7,3.0,2.8000000000000003
kmi,kmi_575,2.7,2.5,3.1,2.766666666666667
kmi,kmi_576,2.6,2.5,2.95,2.6833333333333336
kmi,kmi_577,2.5,2.4,3.1,2.6666666666666665
kmi,kmi_58,2.7,2.8,3.1,2.8666666666666667
kmi,kmi_580,2.3,2.0,2.4,2.233333333333333
kmi,kmi_585,2.4,1.9,3.05,2.4499999999999997
kmi,kmi_587,2.7,2.6,3.3,2.866666666666667
kmi,kmi_60,2.8,2.8,3.25,2.9499999999999997
kmi,kmi_603,2.7,2.5,3.2,2.8000000000000003
kmi,kmi_613,2.6,2.5,2.95,2.6833333333333336
kmi,kmi_617,2.6,2.3,2.8,2.566666666666667
kmi,kmi_624,2.0,2.4,2.4,2.266666666666667
kmi,kmi_629,2.6,2.8,3.2,2.866666666666667
kmi,kmi_63,3.2,2.7,3.2,3.0333333333333337
kmi,kmi_630,2.7,2.5,3.3,2.8333333333333335
kmi,kmi_636,2.2,2.4,2.9,2.5
kmi,kmi_640,2.3,2.3,2.75,2.4499999999999997
kmi,kmi_641,2.6,2.7,3.3,2.866666666666667
kmi,kmi_657,2.6,2.3,3.1,2.6666666666666665
kmi,kmi_665,2.6,2.6,3.1,2.766666666666667
kmi,kmi_668,2.5,2.5,3.0,2.6666666666666665
kmi,kmi_669,2.7,2.7,3.4,2.9333333333333336
kmi,kmi_676,2.7,2.8,3.25,2.9166666666666665
kmi,kmi_688,2.7,2.5,3.2,2.8000000000000003
kmi,kmi_693,2.6,2.2,3.05,2.6166666666666667
kmi,kmi_698,2.4,2.5,2.4,2.4333333333333336
kmi,kmi_699,2.6,3.0,2.75,2.783333333333333
kmi,kmi_7,2.7,2.5,3.25,2.8166666666666664
kmi,kmi_703,2.2,1.9,2.6,2.233333333333333
kmi,kmi_709,2.7,1.9,2.85,2.483333333333333
kmi,kmi_71,3.3,2.8,3.35,3.15
