dataset,rid,dimA_overall,dimB_total3,client_valence_nec,client_valence_emo_std,client_valence_happy_ending,client_n_tokens,counselor_n_tokens,counselor_valence_emo_mean,client_dominance_nec,client_arousal_emo_std,total_tokens,log_tokens
cactus,cactus_65,2.966666666666667,4.481481481481482,0.1622930059523809,0.1508941041276695,1.0,412,493,0.1872378705890069,0.0953272817460317,0.1261373500209135,905,6.80903930604298
cactus,cactus_66,2.85,3.8796296296296298,0.1229759954264191,0.125194742958126,1.0,305,484,0.2035492823725981,-0.0125410277105192,0.1152255475954134,789,6.672032945461067
cactus,cactus_67,3.2833333333333337,3.824074074074074,0.0495942063492063,0.1253318740210291,1.0,460,469,0.1742148706004141,-0.0303732716049382,0.0902331946260237,929,6.835184586147301
cactus,cactus_68,3.9,4.435185185185186,-0.1508982089232089,0.126410741707402,0.0,383,496,0.1752273524331019,-0.0845340250965251,0.093519269729617,879,6.779921907472252
cactus,cactus_69,3.466666666666667,4.546296296296297,0.0060544179894179,0.1470946351982529,1.0,384,415,0.1714100907029478,0.0473546825396825,0.1079667792472607,799,6.684611727667927
cactus,cactus_7,3.1,3.925925925925926,-0.014266323073945,0.1246310802938172,0.0,420,582,0.1772546441729687,0.0441118805652342,0.1227865387153454,1002,6.910750787961936
cactus,cactus_70,3.3833333333333333,3.592592592592592,0.0602946236559139,0.1615846526179442,1.0,319,460,0.1396287993172139,0.006917601126472,0.1107650083955844,779,6.659293919683638
cactus,cactus_71,3.3166666666666664,4.638888888888889,0.07487151416122,0.1449052625934327,1.0,522,440,0.1521356700917025,-0.0066803104575163,0.092856129949204,962,6.870053411798126
cactus,cactus_72,3.4333333333333336,3.9814814814814814,0.013714170182841,0.1462062006072028,1.0,408,462,0.1497607773573005,-0.0468476039783001,0.1158635458965084,870,6.769641976852503
cactus,cactus_73,3.383333333333333,4.537037037037037,0.0710071733821734,0.1351073554076783,1.0,336,398,0.1871971140898519,-0.0405739621489621,0.090250095235333,734,6.5998704992128365
cactus,cactus_74,3.35,4.833333333333333,0.1599253384687208,0.1326272108266922,1.0,352,476,0.1977824479113558,0.0633143265639589,0.1198287713548245,828,6.720220155135295
cactus,cactus_75,3.6666666666666665,4.027777777777778,0.0757627385975487,0.1160929227856521,1.0,405,478,0.1618635470606153,0.0275553295157725,0.1112158859153951,883,6.784457062637643
cactus,cactus_76,3.3666666666666667,4.296296296296296,-0.0307717240797028,0.1375954716769746,0.0,483,527,0.1720460654532083,-0.0701128123944613,0.0950736101008345,1010,6.918695219020472
cactus,cactus_77,3.5,4.574074074074074,0.0975373866213151,0.1228801062191085,1.0,429,472,0.1941177165826733,0.0569163926681783,0.1022694233432274,901,6.804614520062624
cactus,cactus_78,3.25,4.12037037037037,-0.0060677898843153,0.1287659977177612,0.0,306,397,0.1886700110456553,0.0468839252085014,0.0905402320354084,703,6.556778356158042
cactus,cactus_79,3.2833333333333337,3.7407407407407405,-0.0661362169312169,0.1473721020589435,0.0,387,466,0.1697213851550831,-0.0017941005291005,0.110897719380782,853,6.74993119378857
cactus,cactus_8,3.1333333333333333,4.87037037037037,0.0453094767285445,0.1222220222554355,1.0,308,449,0.1983330411255411,0.0731716168953457,0.0950411362923391,757,6.630683385642372
cactus,cactus_80,3.2,4.12962962962963,0.0585457605820105,0.1491693567080346,1.0,312,368,0.1506612105938011,0.0398906283068783,0.0846004382995004,680,6.523562306149512
cactus,cactus_81,3.4166666666666665,4.0740740740740735,-0.0170135653235653,0.1329768667119231,0.0,337,423,0.1987928753546507,-0.0204265201465201,0.1089907144998054,760,6.634633357861686
cactus,cactus_82,3.3833333333333333,4.027777777777778,-0.0484912648181636,0.104981555670616,0.0,406,415,0.1857594974196575,0.0106718655816757,0.1134001903510796,821,6.71174039505618
cactus,cactus_83,3.3833333333333333,3.9166666666666665,-0.0955594230284705,0.1297402040628353,0.0,328,433,0.1843521469751422,-0.0647857268833459,0.1141211161080388,761,6.635946555686647
cactus,cactus_84,4.016666666666667,4.37962962962963,0.1732867768959436,0.1616433732173881,1.0,461,402,0.1508956551153116,0.058039250440917,0.1112179434426187,863,6.761572768804055
cactus,cactus_85,3.3833333333333333,4.037037037037037,-0.033231603422619,0.1607982957183435,0.0,333,434,0.1614657422969187,-0.0340983568948412,0.1053219097183494,767,6.643789733147672
cactus,cactus_86,3.3666666666666667,4.361111111111111,0.0172343663391282,0.1497051264577419,1.0,327,396,0.1741892641811246,-0.0173809586797682,0.1218711275391515,723,6.584791392385716
cactus,cactus_87,3.1833333333333336,3.361111111111111,0.0229329298941798,0.1215482785221432,1.0,310,415,0.159008613847838,0.0830017923280423,0.0996929209380038,725,6.587550014824796
cactus,cactus_88,3.5666666666666664,4.5,-0.0290438859494414,0.1448825997257566,0.0,415,473,0.1959077680281883,-0.0160971879286694,0.1283537232773995,888,6.790097235513905
cactus,cactus_89,3.4333333333333336,4.268518518518518,0.0744935776942355,0.1249322051329711,1.0,393,401,0.2102993855280207,0.1039546992481203,0.1099843880581336,794,6.678342114654332
cactus,cactus_9,3.4,4.407407407407407,0.1306588359788359,0.1299375069176874,1.0,388,426,0.187746352441856,0.0122048783068783,0.1106552456517226,814,6.703188113240863
cactus,cactus_90,2.9,4.12037037037037,0.0349560090702947,0.1408554046183769,1.0,429,425,0.1638788022741147,0.0372820625472411,0.1203182366605917,854,6.75110146893676
cactus,cactus_91,3.3166666666666664,4.787037037037037,0.1609137721755368,0.1641518908160145,1.0,353,494,0.207476432662412,0.1165038807189542,0.1154192183746104,847,6.742880635791903
cactus,cactus_92,3.1166666666666667,4.75,0.1444505180776014,0.1357433408502067,1.0,371,486,0.1909270872849489,0.1402350363756613,0.1122209729837415,857,6.754604099487962
cactus,cactus_93,3.65,4.25,-0.0002894482692675,0.1402837362628594,0.0,428,432,0.1789097489586851,-0.0770123924268502,0.0875096107192891,860,6.7580945044277305
cactus,cactus_94,3.45,3.527777777777778,0.0655990170940171,0.1243928388393818,1.0,334,413,0.1614925939022473,0.0814042185592185,0.1060687406186848,747,6.617402977974478
cactus,cactus_95,3.25,4.12037037037037,0.0749219556051587,0.1446763351499037,1.0,329,422,0.160767428609862,0.0789039124503968,0.1244270557637629,751,6.62273632394984
cactus,cactus_96,3.1,3.3611111111111107,-0.0293453789042499,0.1443106448322704,0.0,323,447,0.1891950333405813,-0.0652672683051715,0.090643230486896,770,6.647688373563329
cactus,cactus_97,3.466666666666667,4.0092592592592595,-0.0517980483996877,0.1276241542553574,0.0,314,448,0.1930184338503814,0.007683190215977,0.1071791272197997,762,6.637258031284457
cactus,cactus_98,3.4166666666666665,4.333333333333333,0.1554571031746031,0.1514643527111057,1.0,313,419,0.1779674738675958,0.1154555687830687,0.1282280143140698,732,6.597145701886651
cactus,cactus_99,3.616666666666667,4.240740740740741,0.0891458976833977,0.1506108201234557,1.0,382,372,0.1637728322182867,0.0722407657657657,0.1131089790676693,754,6.626717749249025
cpsycoun,cpscycoun_career_1_02,2.9333333333333336,3.2685185185185186,,,,24,34,0.0469622222222222,,,58,4.07753744390572
cpsycoun,cpscycoun_career_1_04,2.4000000000000004,3.4629629629629632,0.1674380952380952,0.1435685693771807,1.0,62,85,0.0885812447786132,0.128363492063492,0.1085123889046816,147,4.997212273764115
cpsycoun,cpscycoun_career_1_06,2.5,3.5185185185185177,0.3505733843537415,0.1765830730924621,1.0,80,123,0.1681038081314396,0.3288227040816326,0.1194967292362833,203,5.318119993844216
cpsycoun,cpscycoun_career_1_08,2.45,3.3888888888888893,0.1468848739495798,0.1711966128087075,1.0,94,172,0.1311089492647774,0.1430608776844071,0.1142790129688737,266,5.58724865840025
cpsycoun,cpscycoun_career_1_10,2.4,3.3333333333333335,-0.0896118212197159,0.1835334058066074,0.0,104,220,0.1471105694726547,0.0048741436925647,0.142255161555523,324,5.783825182329737
cpsycoun,cpscycoun_career_2_02,2.6,3.2314814814814814,,,,23,79,0.1148471768707483,,,102,4.634728988229636
cpsycoun,cpscycoun_career_2_04,2.4,3.7870370370370368,0.0163365079365079,0.1575497747903799,1.0,40,158,0.1350412378821775,0.2208301587301587,0.1132576358453244,198,5.293304824724492
cpsycoun,cpscycoun_career_2_06,2.3666666666666667,3.842592592592592,-0.3234744047619047,0.2236448870027838,0.0,52,223,0.176341147455867,0.0175892857142857,0.1047003315159458,275,5.62040086571715
cpsycoun,cpscycoun_career_2_10,2.3,3.777777777777778,-0.1278463585434174,0.1761444468510054,0.0,94,404,0.2073613934096845,0.1515977591036414,0.0881733831637289,498,6.212606095751519
cpsycoun,cpscycoun_career_3_02,2.766666666666667,3.25,,,,20,44,0.0879590702947845,,,64,4.174387269895637
cpsycoun,cpscycoun_career_3_04,2.6666666666666665,3.444444444444444,0.3054761904761904,0.1304541860138773,1.0,41,111,0.1406524393090569,-0.080829365079365,0.0834562649284784,152,5.030437921392435
cpsycoun,cpscycoun_career_3_06,2.766666666666667,3.861111111111111,0.1033191964285714,0.0991719594372526,1.0,53,190,0.1702523305270543,-0.1397805059523809,0.0798199852188701,243,5.497168225293202
cpsycoun,cpscycoun_career_3_08,2.5,3.6481481481481484,0.0002351648351648,0.1253597924088664,1.0,76,283,0.1894318112038002,-0.1903230769230769,0.087641109827426,359,5.886104031450156
cpsycoun,cpscycoun_career_3_10,2.25,3.7407407407407405,-0.2321339285714286,0.1703578232021685,0.0,90,363,0.2012601773383553,-0.2453895089285714,0.1199556806330826,453,6.118097198041348
cpsycoun,cpscycoun_career_4_02,2.866666666666667,3.314814814814815,0.0294472222222222,0.0590994623037774,1.0,34,39,0.254857380952381,-0.0025182539682539,0.0672169371948423,73,4.30406509320417
cpsycoun,cpscycoun_career_4_04,2.6666666666666665,3.4629629629629632,-0.0904404761904761,0.1870642225250787,0.0,53,77,0.1966606267507002,0.0503363095238095,0.1125293577123717,130,4.875197323201151
cpsycoun,cpscycoun_career_4_06,2.333333333333333,3.314814814814815,0.1087753968253968,0.12605101353901,1.0,74,124,0.2043003347135956,0.1610385836385836,0.1056678630118993,198,5.293304824724492
cpsycoun,cpscycoun_career_4_08,2.7000000000000006,4.027777777777778,0.0114230625583566,0.1549076672117841,1.0,95,171,0.2113624632569077,-0.1181125816993464,0.1210183793997764,266,5.58724865840025
cpsycoun,cpscycoun_career_5_02,3.2,3.2222222222222228,,,,26,27,,,,53,3.9889840465642745
cpsycoun,cpscycoun_career_5_04,2.733333333333333,3.3611111111111107,-0.0030074955908289,0.0747556684543516,0.0,55,44,0.1158237414965986,-0.0995595238095238,0.0856918796193608,99,4.605170185988092
cpsycoun,cpscycoun_career_5_06,3.0499999999999994,3.592592592592593,0.0123348639455782,0.0888329761667214,1.0,80,81,0.1492103064373897,0.0420581632653061,0.0887998041833684,161,5.087596335232384
cpsycoun,cpscycoun_career_5_08,2.4666666666666663,3.592592592592593,-0.0507660273368606,0.1154915898618292,0.0,99,131,0.1463811247723132,-0.0800116402116402,0.0908979013352017,230,5.442417710521793
cpsycoun,cpscycoun_career_5_10,2.7,3.842592592592592,0.064421164021164,0.0987145133484159,1.0,117,165,0.1382896392958893,-0.0179271164021163,0.0963724339493776,282,5.645446897643238
cpsycoun,cpscycoun_education_1_02,2.2,3.0092592592592595,0.1090443722943722,0.1415004775085147,1.0,67,49,0.195238492063492,-0.1123939393939394,0.1485192717136275,116,4.762173934797756
cpsycoun,cpscycoun_education_1_04,2.45,3.685185185185185,-0.0464899267399267,0.100144379938153,0.0,74,70,0.1720982956023939,-0.1663314102564102,0.1280284018562945,144,4.976733742420574
cpsycoun,cpscycoun_education_1_06,2.283333333333333,3.842592592592593,0.0728915476190475,0.1014716828943461,1.0,109,116,0.2132566273549918,0.020311865079365,0.1308140296610769,225,5.420534999272286
cpsycoun,cpscycoun_education_1_08,2.3666666666666667,3.907407407407407,-0.0775047123015872,0.1460729107140205,0.0,129,159,0.2093703042328042,-0.0535015376984126,0.1436332479465893,288,5.666426688112432
cpsycoun,cpscycoun_education_1_10,2.216666666666667,4.138888888888889,0.0760797071702244,0.1379804746810531,1.0,156,216,0.1971042577256345,0.045339408866995,0.1120712096672287,372,5.921578419643816
cpsycoun,cpscycoun_education_2_02,2.4666666666666663,3.342592592592593,-0.0833795918367347,0.0913916313189108,0.0,46,48,0.1679437118437118,-0.0336353741496598,0.1555417336506381,94,4.553876891600541
cpsycoun,cpscycoun_education_2_04,2.566666666666667,3.5370370370370368,-0.0803969246031746,0.0911467346982318,0.0,72,87,0.1454331501831502,-0.0611547949735449,0.1350313286800705,159,5.075173815233827
cpsycoun,cpscycoun_education_2_06,2.5500000000000003,3.4907407407407405,-0.1198471655328798,0.080784906851061,0.0,83,146,0.1804419765959912,-0.0412,0.1374752455585428,229,5.438079308923196
cpsycoun,cpscycoun_education_2_10,2.866666666666667,4.212962962962963,0.2129361111111111,0.1326804418175737,1.0,131,221,0.2334257637017071,0.0193730158730158,0.1433894025137964,352,5.8664680569332965
cpsycoun,cpscycoun_education_3_02,2.9,3.3703703703703702,,,,26,55,0.0887303140096618,,,81,4.406719247264253
cpsycoun,cpscycoun_education_3_04,2.516666666666667,3.222222222222222,0.0132862811791382,0.0855376956868901,1.0,82,145,0.1550205386321195,-0.0532256235827664,0.0882533959896761,227,5.429345628954441
cpsycoun,cpscycoun_education_3_06,2.3833333333333333,2.925925925925926,-0.115907913165266,0.1013918987530931,0.0,98,189,0.1717699184303351,-0.1243898225957049,0.0926849460788943,287,5.662960480135946
cpsycoun,cpscycoun_education_3_08,2.2333333333333334,3.0370370370370368,-0.1285176691729323,0.1170419915183167,0.0,107,254,0.1960435276967929,-0.112282581453634,0.085903940064684,361,5.8916442118257715
cpsycoun,cpscycoun_education_3_10,2.25,2.8333333333333335,0.0160329537612146,0.1117591817587352,1.0,124,321,0.2028408628408628,0.0549649758454106,0.0810734744520385,445,6.100318952020064
cpsycoun,cpscycoun_education_4_02,2.4666666666666663,3.0370370370370368,-0.0564112433862434,0.1204877131664706,0.0,55,60,0.2489293183940243,0.0586705908289241,0.067646061351025,115,4.7535901911063645
cpsycoun,cpscycoun_education_4_04,2.5333333333333337,3.3055555555555554,-0.0167705853174603,0.0722531470856162,0.0,91,112,0.279152569733395,0.094911929563492,0.0761884816723023,203,5.318119993844216
cpsycoun,cpscycoun_education_4_06,2.583333333333333,4.027777777777778,-0.0234902056277055,0.0951119534941527,0.0,122,158,0.2532893789283051,-0.0241415043290043,0.1027702952480654,280,5.638354669333745
cpsycoun,cpscycoun_education_4_08,2.45,3.5,-0.0500894285714285,0.0892479363386242,0.0,137,225,0.2269969337889476,0.051532238095238,0.0818597897627529,362,5.8944028342648505
cpsycoun,cpscycoun_education_5_02,1.7333333333333334,3.472222222222222,0.1466885714285714,0.0663648893215199,1.0,34,92,0.1508672929814496,-0.0252009523809524,0.0462315296648011,126,4.844187086458591
cpsycoun,cpscycoun_education_5_04,2.2,3.435185185185185,0.0725234623015873,0.0756848889984892,1.0,52,144,0.1618327689594356,0.002494246031746,0.0501541226360433,196,5.2832037287379885
cpsycoun,cpscycoun_education_5_06,2.0,3.175925925925926,0.1958021978021978,0.1043691325511606,1.0,74,176,0.1597818244463454,-0.0840388278388278,0.0667683946857086,250,5.5254529391317835
cpsycoun,cpscycoun_education_5_08,1.9333333333333331,3.175925925925926,0.0110887301587301,0.0987615796664795,1.0,87,228,0.1591351924331376,-0.1920525396825397,0.067844514909593,315,5.755742213586912
cpsycoun,cpscycoun_education_5_10,1.9666666666666668,3.3981481481481484,0.0522755291005291,0.1003015001714427,1.0,102,283,0.163741245220716,-0.1951744708994708,0.0697081449443462,385,5.955837369464831
cpsycoun,cpscycoun_emotion_stress_1_02,2.3666666666666667,3.4351851851851856,0.2281485714285714,0.0950554298654879,1.0,35,69,0.1302576851851851,0.1684761904761904,0.1093737341912135,104,4.653960350157523
cpsycoun,cpscycoun_emotion_stress_1_04,2.333333333333333,3.3518518518518516,0.3206926190476191,0.1546236608557857,1.0,63,140,0.1211431115957833,0.2530304761904762,0.1100619120345345,203,5.318119993844216
cpsycoun,cpscycoun_emotion_stress_1_06,2.3833333333333333,3.8981481481481484,0.054858608058608,0.1531404498089771,1.0,77,186,0.1799024392431172,0.106962271062271,0.0974430153175876,263,5.575949103146316
cpsycoun,cpscycoun_emotion_stress_1_08,2.3833333333333333,3.875,0.07921337535014,0.1439969593889378,1.0,94,249,0.1788850694444444,0.0869217787114846,0.0975987294282809,343,5.840641657373398
cpsycoun,cpscycoun_emotion_stress_1_10,2.2333333333333334,3.824074074074074,0.1623754761904761,0.1401098324314708,1.0,112,313,0.1852898313492063,0.2734032142857143,0.093670636706311,425,6.054439346269371
cpsycoun,cpscycoun_emotion_stress_2_02,2.1,3.185185185185185,,,,21,116,0.1654441922563417,,,137,4.927253685157205
cpsycoun,cpscycoun_emotion_stress_2_04,2.066666666666667,3.638888888888889,0.0013869047619047,0.1793961957592232,1.0,40,183,0.1518053936325488,0.0090998677248677,0.1267138605619087,223,5.4116460518550396
cpsycoun,cpscycoun_emotion_stress_2_08,2.283333333333333,3.3333333333333335,-0.0175434126984126,0.1641883516084042,0.0,63,300,0.1887930139638902,0.0496428571428571,0.118585805124188,363,5.8971538676367405
cpsycoun,cpscycoun_emotion_stress_2_10,2.45,3.9629629629629632,0.0559413359788359,0.1651243696605427,1.0,70,309,0.1912433492063492,0.079088029100529,0.1136168847287661,379,5.940171252720432
cpsycoun,cpscycoun_emotion_stress_3_02,2.95,3.2407407407407405,,,,21,23,,,,44,3.8066624897703196
cpsycoun,cpscycoun_emotion_stress_3_04,2.3833333333333333,3.1666666666666665,0.0551153273809523,0.1062701619568372,1.0,51,49,0.0798139186507936,-0.0053541666666666,0.1263777246790002,100,4.61512051684126
cpsycoun,cpscycoun_emotion_stress_3_06,2.5,3.074074074074074,0.0303281385281385,0.1025854541806151,1.0,66,77,0.1557646650326797,0.0470228354978355,0.1157882933070031,143,4.969813299576001
cpsycoun,cpscycoun_emotion_stress_3_10,2.583333333333333,3.6481481481481484,0.1752178571428571,0.1136951862020563,1.0,89,137,0.1675846447172619,0.0556377976190476,0.1033947047785976,226,5.424950017481403
cpsycoun,cpscycoun_emotion_stress_4_02,2.1,3.25,0.1288422619047619,0.0882315688868466,1.0,33,39,0.0591974603174603,0.1035416666666666,0.0887568519805792,72,4.290459441148391
cpsycoun,cpscycoun_emotion_stress_4_04,2.4333333333333336,3.8333333333333335,0.0576150793650793,0.1344303863246652,1.0,54,97,0.1507910128066378,0.1013871252204585,0.0809938386863447,151,5.0238805208462765
cpsycoun,cpscycoun_emotion_stress_4_06,2.3,3.759259259259259,-0.1461062433862433,0.1353840501272836,0.0,86,137,0.1637421037946428,-0.1063665873015873,0.0806119676214623,223,5.4116460518550396
cpsycoun,cpscycoun_emotion_stress_4_08,2.433333333333333,3.7129629629629632,-0.0737574735449735,0.1424688050272066,0.0,103,190,0.1479121130404279,0.0189525132275132,0.0848279591595411,293,5.683579767338681
cpsycoun,cpscycoun_emotion_stress_4_10,2.2333333333333334,3.6666666666666665,0.0374740683229813,0.1178361110514492,1.0,128,227,0.1538604266783165,-0.0201592132505176,0.0860617865452731,355,5.87493073085203
cpsycoun,cpscycoun_emotion_stress_5_02,2.066666666666667,3.2407407407407405,,,,26,43,0.2782233893557423,,,69,4.248495242049359
cpsycoun,cpscycoun_emotion_stress_5_04,2.2333333333333334,3.1018518518518516,-0.0225110544217687,0.0762058304361615,0.0,48,93,0.2410998252078609,-0.0635382653061224,0.1128931368817696,141,4.955827057601261
cpsycoun,cpscycoun_emotion_stress_5_06,2.4,3.1666666666666665,0.1340873015873016,0.0934530614976473,1.0,71,142,0.2328409893782074,0.0227281415343915,0.1285466722850471,213,5.365976015021851
cpsycoun,cpscycoun_emotion_stress_5_10,2.2,3.4537037037037037,-0.0733958764665286,0.1072299305091324,0.0,126,244,0.2240066058763931,-0.0876761732229123,0.1380319093501342,370,5.916202062607435
cpsycoun,cpscycoun_family_relationship_1_02,2.8666666666666667,3.2129629629629624,-0.2804809523809524,0.1306394067111419,0.0,65,64,0.1959726262626262,0.0028094155844155,0.110354005167406,129,4.867534450455582
cpsycoun,cpscycoun_family_relationship_1_04,3.1,3.8703703703703702,0.0854851322751322,0.1334573753272713,1.0,88,138,0.1192268118616955,0.0254956878306878,0.1180194277814919,226,5.424950017481403
cpsycoun,cpscycoun_family_relationship_1_06,2.983333333333333,4.046296296296296,-0.0671214285714285,0.1189088677817913,0.0,111,181,0.1537033983942414,0.0611360714285714,0.1181885227221736,292,5.680172609017068
cpsycoun,cpscycoun_family_relationship_1_08,3.1666666666666665,4.0740740740740735,-0.063586326058201,0.111057373332551,0.0,130,263,0.1662498468941382,0.0802108465608465,0.0965475892618196,393,5.976350909297934
cpsycoun,cpscycoun_family_relationship_1_10,2.6,4.0,-0.1316069973544973,0.1371708098817982,0.0,162,333,0.1617857032627866,-0.0957184523809523,0.104834167631219,495,6.206575926724928
cpsycoun,cpscycoun_family_relationship_2_02,1.3666666666666665,3.0370370370370368,,,,24,27,,,,51,3.9512437185814275
cpsycoun,cpscycoun_family_relationship_2_04,1.5,2.9166666666666665,-0.2337174603174603,0.1203513290678135,0.0,41,53,0.1206249639249639,-0.0670936507936507,0.0932475069824321,94,4.553876891600541
cpsycoun,cpscycoun_family_relationship_2_08,1.4333333333333331,2.7870370370370368,0.2177801587301587,0.1428934002080121,1.0,100,170,0.1643996154983732,0.0780978835978836,0.1116586096436621,270,5.602118820879701
cpsycoun,cpscycoun_family_relationship_2_10,1.4,2.6018518518518516,0.0337146997929606,0.1416185140520963,1.0,124,217,0.1747866758241758,-0.1338090062111801,0.1207263565210497,341,5.834810737062605
cpsycoun,cpscycoun_family_relationship_3_02,1.3,2.935185185185185,,,,24,45,0.2303224206349206,,,69,4.248495242049359
cpsycoun,cpscycoun_family_relationship_3_04,1.4,2.722222222222222,-0.0376590909090909,0.1667458584688174,0.0,66,111,0.2344571661998132,-0.0962818181818181,0.1040978521602077,177,5.181783550292085
cpsycoun,cpscycoun_family_relationship_3_06,1.4333333333333331,2.7870370370370368,-0.0109100529100529,0.1729918744520145,0.0,103,174,0.2179349037999038,-0.0288289682539682,0.1313149326876073,277,5.627621113690637
cpsycoun,cpscycoun_family_relationship_3_10,1.5333333333333332,3.7314814814814814,0.1284634462759463,0.1768795796298533,1.0,141,263,0.225274668791401,0.0747834554334554,0.1286662236400614,404,6.003887067106539
cpsycoun,cpscycoun_family_relationship_4_02,1.5333333333333332,2.935185185185185,0.1175464285714286,0.0987017529329587,1.0,33,136,0.1886335926759154,0.1004732142857142,0.1056536000704502,169,5.135798437050262
cpsycoun,cpscycoun_family_relationship_4_04,1.6000000000000003,3.574074074074074,0.17904,0.1141279128481198,1.0,59,200,0.2400022646056678,0.2304366666666666,0.0811195116428682,259,5.560681631015528
cpsycoun,cpscycoun_family_relationship_4_06,1.5833333333333333,3.407407407407407,-0.0595113553113553,0.1099430202736495,0.0,76,297,0.225219174382716,0.1538203296703297,0.0763342859144622,373,5.924255797414532
cpsycoun,cpscycoun_family_relationship_4_08,1.6,3.6666666666666665,0.0466060224089635,0.106686637377166,1.0,96,383,0.2215320802563449,0.1007061624649859,0.0714201588135036,479,6.173786103901937
cpsycoun,cpscycoun_family_relationship_4_10,1.6666666666666667,3.1018518518518516,-0.0186175595238095,0.1031603478808933,0.0,110,482,0.2166039623812879,0.0620254166666666,0.0723412683184067,592,6.385194398997726
cpsycoun,cpscycoun_family_relationship_5_02,1.5666666666666664,3.2870370370370368,-0.1226929761904762,0.1342589178825253,0.0,63,84,0.1083564444444444,-0.1247219047619047,0.1229467301755335,147,4.997212273764115
cpsycoun,cpscycoun_family_relationship_5_04,1.65,3.407407407407407,0.0492740842490842,0.134176731662951,1.0,75,153,0.1070084986772486,0.0400897435897435,0.111346051521006,228,5.43372200355424
cpsycoun,cpscycoun_family_relationship_5_06,1.7666666666666666,3.722222222222222,0.0689227891156462,0.1321667125126691,1.0,80,235,0.1157882339513976,0.0524874149659864,0.1020881409572935,315,5.755742213586912
cpsycoun,cpscycoun_family_relationship_5_10,2.0,3.694444444444444,-0.0940891812865497,0.1291660454554888,0.0,107,345,0.1509805449263038,-0.0790626984126984,0.111524513935208,452,6.115892125483034
cpsycoun,cpscycoun_love_marriage_1_02,2.1333333333333333,3.2129629629629632,-0.0100359788359788,0.1770791510931348,0.0,57,42,0.1123033309283309,-0.1403640211640211,0.1315044309106867,99,4.605170185988092
cpsycoun,cpscycoun_love_marriage_1_04,2.4,3.6851851851851847,-0.0814217948717948,0.1783760057285591,0.0,76,96,0.149938651705893,-0.0301602564102564,0.1325456980707299,172,5.153291594497779
cpsycoun,cpscycoun_love_marriage_1_06,2.583333333333333,3.6203703703703702,-0.3190849454365079,0.1957632392619437,0.0,92,148,0.1580998344181797,-0.1755828373015873,0.1215434565513291,240,5.484796933490655
cpsycoun,cpscycoun_love_marriage_1_08,2.4166666666666665,3.6111111111111107,0.0349502380952381,0.1830283225036665,1.0,111,213,0.1852587126517273,-0.0335351984126984,0.1270851760366437,324,5.783825182329737
cpsycoun,cpscycoun_love_marriage_1_10,2.516666666666667,3.7962962962962963,0.1560980158730159,0.1835504902044327,1.0,129,260,0.193910779105799,-0.0236718253968254,0.1112310063306552,389,5.966146739123692
cpsycoun,cpscycoun_love_marriage_2_02,2.0,3.2129629629629624,0.0884126984126984,0.1156179792584582,1.0,39,163,0.1172304421768707,0.0256865079365079,0.0977427245225119,202,5.313205979041787
cpsycoun,cpscycoun_love_marriage_2_04,2.016666666666667,3.481481481481481,0.4481625457875457,0.2068355926090202,1.0,75,257,0.1080690476190476,-0.019220238095238,0.1087493469621862,332,5.808142489980444
cpsycoun,cpscycoun_love_marriage_2_08,2.3,3.8055555555555554,0.2256672524565381,0.1953511550100966,1.0,117,392,0.1495688590492768,0.0441821806500377,0.1205242949030388,509,6.234410725718371
cpsycoun,cpscycoun_love_marriage_2_10,2.2,3.8055555555555554,0.2325134615384615,0.1858645768054208,1.0,141,473,0.1612453125,0.1971144993894994,0.1208068013599938,614,6.421622267806518
cpsycoun,cpscycoun_love_marriage_3_02,2.95,3.2407407407407405,,,,21,21,,,,42,3.7612001156935624
cpsycoun,cpscycoun_love_marriage_3_04,2.3833333333333333,3.5462962962962963,0.0259992784992784,0.090466145319877,1.0,65,60,0.2049975334578276,0.106830808080808,0.1104372300126592,125,4.836281906951478
cpsycoun,cpscycoun_love_marriage_3_06,1.5833333333333333,3.222222222222222,0.0194994164332399,0.0882797015123921,1.0,95,104,0.1536330200501252,-0.0152086367880485,0.116818076781174,199,5.298317366548036
cpsycoun,cpscycoun_love_marriage_3_10,1.5666666666666669,3.1388888888888893,-0.0677788040503557,0.1284240830857989,0.0,155,223,0.164563857365376,-0.023626395730706,0.1440665634497377,378,5.937536205082426
cpsycoun,cpscycoun_love_marriage_4_02,1.6000000000000003,2.935185185185185,,,,19,38,0.1626765188834154,,,57,4.060443010546419
cpsycoun,cpscycoun_love_marriage_4_04,2.1166666666666667,2.8796296296296298,0.2319888888888888,0.1398847208611696,1.0,57,70,0.1937001821493624,-0.1720714285714286,0.0832384904057237,127,4.852030263919617
cpsycoun,cpscycoun_love_marriage_4_06,1.8333333333333333,2.8518518518518516,0.0826759103641456,0.1490149167214439,1.0,94,121,0.1642628224206349,-0.0507590336134453,0.0979053124720436,215,5.375278407684165
cpsycoun,cpscycoun_love_marriage_4_08,1.9666666666666668,2.842592592592593,-0.0437370748299319,0.1477017495125079,0.0,117,155,0.1807819444444444,0.0218132842025699,0.1214635565037159,272,5.60947179518496
cpsycoun,cpscycoun_love_marriage_4_10,1.9333333333333331,2.8703703703703702,-0.0480325714285714,0.151265548337672,0.0,138,192,0.1711331360048573,-0.0480035396825396,0.1370008213023927,330,5.802118375377063
