dataset,iid,provenance,counselor_words,dimA_overall,dimB_total3,client_valence_nec,client_valence_happy_ending,client_valence_emo_std,counselor_valence_emo_mean,valence_variability_ratio,client_n_tokens,counselor_n_tokens,total_tokens
cpsycoun,cpscycoun_self-growth_5_02,semi-synthetic,llm,2.85,3.3333333333333335,-0.1895522817460317,0.0,0.14144760522005975,0.2329113636363636,0.8919,70.0,31.0,101.0
cpsycoun,cpscycoun_self-growth_5_04,semi-synthetic,llm,2.9499999999999997,3.527777777777778,-0.17228025210084036,0.0,0.1384784812115839,0.1812206927910053,0.8981,94.0,57.0,151.0
cpsycoun,cpscycoun_self-growth_5_06,semi-synthetic,llm,2.6166666666666667,3.4629629629629632,-0.18272292960662534,0.0,0.134669578368575,0.21863977530406106,1.352,125.0,86.0,211.0
cpsycoun,cpscycoun_self-growth_5_10,semi-synthetic,llm,2.4166666666666665,3.842592592592593,-0.2541268796992481,0.0,0.12860069692111706,0.2339731489127443,1.0193,200.0,182.0,382.0
cpsycoun,cpscycoun_sex_1_02,semi-synthetic,llm,1.7,3.5,0.17665873015873018,1.0,0.14235156559187706,0.031235727086533546,1.2258,43.0,71.0,114.0
cpsycoun,cpscycoun_sex_1_04,semi-synthetic,llm,1.6500000000000001,3.9444444444444446,0.20700341269841266,1.0,0.12419898383867048,0.1311150475031862,0.8492,84.0,146.0,230.0
cpsycoun,cpscycoun_sex_1_06,semi-synthetic,llm,1.9000000000000001,3.8518518518518516,-0.0011949404761904814,0.0,0.13454880361408655,0.149217625,0.9664,110.0,209.0,319.0
cpsycoun,cpscycoun_sex_1_08,semi-synthetic,llm,1.9000000000000001,3.9166666666666665,0.04160320294784581,1.0,0.1192855177775321,0.17582419103761546,0.811,151.0,320.0,471.0
cpsycoun,cpscycoun_sex_1_10,semi-synthetic,llm,1.95,4.185185185185186,0.004163146441372195,1.0,0.11617494408708595,0.1777775338191565,0.8616,167.0,388.0,555.0
cpsycoun,cpscycoun_sex_2_02,semi-synthetic,llm,3.1,3.527777777777778,0.03643061224489796,1.0,0.14172810969981092,0.10403033234126985,1.0061,45.0,73.0,118.0
cpsycoun,cpscycoun_sex_2_04,semi-synthetic,llm,2.1999999999999997,3.259259259259259,0.1903280612244898,1.0,0.14275213468726716,0.030346057256235827,0.9792,80.0,149.0,229.0
cpsycoun,cpscycoun_sex_2_08,semi-synthetic,llm,2.0833333333333335,3.1666666666666665,0.11449036281179142,1.0,0.13256758091871168,0.11796877783016396,0.8583,117.0,312.0,429.0
cpsycoun,cpscycoun_sex_2_10,semi-synthetic,llm,2.1666666666666665,3.4814814814814814,0.08786283643892341,1.0,0.13377248596670055,0.1292302337207849,0.8978,128.0,390.0,518.0
cpsycoun,cpscycoun_sex_3_02,semi-synthetic,llm,2.6166666666666667,3.2407407407407405,0.20850714285714286,1.0,0.12848920045360318,,,43.0,26.0,69.0
cpsycoun,cpscycoun_sex_3_04,semi-synthetic,llm,1.95,3.3703703703703702,0.07901207010582012,1.0,0.120393108721934,0.18976352292768964,1.4067,70.0,99.0,169.0
cpsycoun,cpscycoun_sex_3_06,semi-synthetic,llm,2.2666666666666666,3.5555555555555554,0.15493368347338937,1.0,0.12263315323379287,0.17662525779168115,1.3719,98.0,146.0,244.0
cpsycoun,cpscycoun_sex_3_10,semi-synthetic,llm,2.4833333333333334,3.8240740740740744,0.0196252747252747,1.0,0.13170871467390372,0.16649839643507677,1.3539,140.0,253.0,393.0
cpsycoun,cpscycoun_sex_4_02,semi-synthetic,llm,2.533333333333333,3.342592592592593,,,,0.16454928122192275,,15.0,62.0,77.0
cpsycoun,cpscycoun_sex_4_04,semi-synthetic,llm,2.3,3.592592592592593,,,,0.1819323540119411,,29.0,118.0,147.0
cpsycoun,cpscycoun_sex_4_06,semi-synthetic,llm,3.15,3.7500000000000004,0.15870330687830686,1.0,0.1461470735218102,0.20580019310754602,1.0997,54.0,196.0,250.0
cpsycoun,cpscycoun_sex_4_08,semi-synthetic,llm,2.55,3.4537037037037037,0.01938425925925924,1.0,0.11668856017805142,0.2094354027157738,0.906,58.0,265.0,323.0
cpsycoun,cpscycoun_sex_4_10,semi-synthetic,llm,2.75,3.8796296296296298,-0.04973561507936508,0.0,0.11517347495472005,0.21388576353709335,0.85,71.0,291.0,362.0
cpsycoun,cpscycoun_sex_5_02,semi-synthetic,llm,3.133333333333333,3.2777777777777772,-0.09815619047619048,0.0,0.06849417259511971,0.21661651334776336,0.6852,34.0,53.0,87.0
cpsycoun,cpscycoun_sex_5_04,semi-synthetic,llm,3.0,3.5,-0.2297360544217687,0.0,0.16647703225449204,0.21867232330038935,1.36,80.0,115.0,195.0
cpsycoun,cpscycoun_sex_5_06,semi-synthetic,llm,3.0666666666666664,3.675925925925926,-0.2071225992063493,0.0,0.16045370218281502,0.1876223363095238,1.5206,111.0,169.0,280.0
cpsycoun,cpscycoun_sex_5_10,semi-synthetic,llm,2.783333333333333,3.703703703703704,-0.22196806878306882,0.0,0.1633392440517068,0.2040286986339251,1.5039,162.0,296.0,458.0
cpsycoun,cpscycoun_social_relationship_1_02,semi-synthetic,llm,2.333333333333333,3.2037037037037037,,,,0.18364679439484127,,26.0,73.0,99.0
cpsycoun,cpscycoun_social_relationship_1_04,semi-synthetic,llm,2.1166666666666667,3.185185185185185,0.046328571428571386,1.0,0.1442788479956163,0.19039464447025423,1.442,44.0,132.0,176.0
cpsycoun,cpscycoun_social_relationship_1_06,semi-synthetic,llm,2.1666666666666665,3.1944444444444446,-0.21695627705627707,0.0,0.1625312186053838,0.21225718360260773,1.8058,65.0,233.0,298.0
cpsycoun,cpscycoun_social_relationship_1_08,semi-synthetic,llm,2.216666666666667,3.2314814814814814,0.031198333333333356,1.0,0.14434332882261078,0.219161132599851,1.4743,84.0,286.0,370.0
cpsycoun,cpscycoun_social_relationship_2_02,semi-synthetic,llm,3.466666666666667,3.342592592592593,0.03323363095238094,1.0,0.07432678472237644,0.0954908424908425,0.5696,31.0,48.0,79.0
cpsycoun,cpscycoun_social_relationship_2_04,semi-synthetic,llm,2.9333333333333336,3.657407407407408,-0.021409391534391545,0.0,0.08285941447072598,0.15659819985569987,0.7319,73.0,119.0,192.0
cpsycoun,cpscycoun_social_relationship_2_06,semi-synthetic,llm,2.9,3.592592592592592,-0.0405202847805789,0.0,0.08244696666197461,0.15476655885861088,0.7145,98.0,182.0,280.0
cpsycoun,cpscycoun_social_relationship_2_10,semi-synthetic,llm,2.5666666666666664,3.7592592592592595,0.09326217948717952,1.0,0.10839190972416936,0.16891625412541253,0.9589,139.0,312.0,451.0
cpsycoun,cpscycoun_social_relationship_3_02,semi-synthetic,llm,2.0500000000000003,3.0092592592592595,-0.019803571428571462,0.0,0.15159369311967083,0.19541940770135216,1.5605,119.0,117.0,236.0
cpsycoun,cpscycoun_social_relationship_3_04,semi-synthetic,llm,2.4333333333333336,2.824074074074074,0.03893690476190476,1.0,0.14217474130421368,0.1844370598845599,1.3439,165.0,229.0,394.0
cpsycoun,cpscycoun_social_relationship_3_06,semi-synthetic,llm,2.5500000000000003,3.638888888888889,0.009386279761904759,1.0,0.146090202737051,0.19114537921551594,1.2612,213.0,338.0,551.0
cpsycoun,cpscycoun_social_relationship_3_08,semi-synthetic,llm,2.5500000000000003,3.7129629629629632,0.11843400072150073,1.0,0.14470011034806857,0.18864679158658978,1.2432,232.0,455.0,687.0
cpsycoun,cpscycoun_social_relationship_3_10,semi-synthetic,llm,2.5,4.222222222222222,0.19369044506691568,1.0,0.14075408078658,0.19819945196492575,1.0796,264.0,505.0,769.0
cpsycoun,cpscycoun_social_relationship_4_02,semi-synthetic,llm,2.033333333333333,3.064814814814815,-0.06414021164021164,0.0,0.14100639597379888,0.23514932681405895,1.611,58.0,65.0,123.0
cpsycoun,cpscycoun_social_relationship_4_04,semi-synthetic,llm,2.1333333333333333,2.7962962962962963,-0.009618095238095231,0.0,0.13789683097910585,0.20862625000000004,1.3863,87.0,109.0,196.0
cpsycoun,cpscycoun_social_relationship_4_06,semi-synthetic,llm,2.3,3.064814814814815,0.011866040100250608,1.0,0.12818863234277875,0.19178322836661546,0.9599,106.0,164.0,270.0
cpsycoun,cpscycoun_social_relationship_4_08,semi-synthetic,llm,2.3333333333333335,2.8796296296296298,0.024567189754689744,1.0,0.13730433048332785,0.20891430313588846,1.0832,123.0,214.0,337.0
cpsycoun,cpscycoun_social_relationship_4_10,semi-synthetic,llm,2.3333333333333335,3.694444444444444,-0.03530012210012215,0.0,0.13367844294810813,0.20838306103473467,1.0557,140.0,248.0,388.0
cpsycoun,cpscycoun_social_relationship_5_02,semi-synthetic,llm,2.15,3.2499999999999996,,,,0.17968699892386336,,26.0,68.0,94.0
cpsycoun,cpscycoun_social_relationship_5_04,semi-synthetic,llm,2.1,3.1481481481481484,0.17106060606060605,1.0,0.10611781650757693,0.21387773692810458,1.3425,65.0,145.0,210.0
cpsycoun,cpscycoun_social_relationship_5_08,semi-synthetic,llm,2.1,3.175925925925926,0.07814494047619046,1.0,0.12048954080678032,0.20243776789054566,1.3286,133.0,306.0,439.0
cpsycoun,cpscycoun_social_relationship_5_10,semi-synthetic,llm,1.9000000000000001,3.1666666666666665,0.12690696649029987,1.0,0.12122279764590105,0.21049613777609813,1.236,145.0,387.0,532.0
esconv,esconv_0,real,human,1.9666666666666668,4.3240740740740735,-0.004056859410430852,0.0,0.1462727367653145,0.16178742098609358,1.3047,223.0,235.0,458.0
esconv,esconv_1,real,human,1.8,4.138888888888889,0.23691845238095238,1.0,0.11250571970186152,0.19324915103415105,0.9253,89.0,174.0,263.0
esconv,esconv_10,real,human,1.8999999999999997,4.180555555555555,0.20364560657596362,1.0,0.1542722719069276,0.17310796519410976,0.9814,150.0,258.0,408.0
esconv,esconv_100,real,human,1.883333333333333,4.2407407407407405,0.12090505050505052,1.0,0.1457856849870845,0.1705539077212806,1.2049,175.0,186.0,361.0
esconv,esconv_101,real,human,1.75,4.25,0.15689728212039533,1.0,0.1413953708654654,0.16758019965833865,1.1965,277.0,232.0,509.0
esconv,esconv_102,real,human,2.216666666666667,4.37962962962963,0.17546144416099774,1.0,0.14844954456867446,0.17162437067337946,1.2873,291.0,463.0,754.0
esconv,esconv_103,real,human,1.2,3.907407407407408,0.009054657974300856,1.0,0.13328657556817164,0.14470848819202475,1.0962,223.0,214.0,437.0
esconv,esconv_104,real,human,1.6333333333333335,4.157407407407407,0.06072652851263971,1.0,0.16046746665281986,0.2592874166091558,1.146,148.0,147.0,295.0
esconv,esconv_105,real,human,2.033333333333333,4.9259259259259265,0.11681810073864528,1.0,0.12327281594628467,0.14052704761904763,0.8083,518.0,534.0,1052.0
esconv,esconv_106,real,human,1.6499999999999997,3.7129629629629632,0.18527833333333338,1.0,0.13280712287331103,0.19007215284715281,1.1294,110.0,152.0,262.0
esconv,esconv_107,real,human,2.3666666666666667,4.351851851851852,0.010705522486772479,1.0,0.0976683073198314,0.14152410180918246,0.9554,133.0,195.0,328.0
esconv,esconv_108,real,human,1.75,3.9444444444444446,0.20976498447204958,1.0,0.14540729090753385,0.15473098998858803,1.017,242.0,315.0,557.0
esconv,esconv_109,real,human,2.5166666666666666,4.277777777777778,0.10924632725430597,1.0,0.1535705097623948,0.16265678443420378,1.4411,246.0,195.0,441.0
esconv,esconv_11,real,human,1.2333333333333334,2.75,0.1971908068783069,1.0,0.11961042132500013,0.1746977555124614,1.0377,103.0,230.0,333.0
esconv,esconv_110,real,human,1.25,3.4444444444444446,0.023792529330572826,1.0,0.1196093108347459,0.19244908052651957,0.7867,124.0,214.0,338.0
esconv,esconv_111,real,human,1.9000000000000001,4.805555555555556,0.06644106897903196,1.0,0.13754864419395652,0.17015886958386955,1.2835,417.0,564.0,981.0
esconv,esconv_112,real,human,2.0833333333333335,4.305555555555556,0.0716658541194255,1.0,0.16513236490253588,0.21120807752853205,1.097,117.0,130.0,247.0
esconv,esconv_113,real,human,1.4833333333333334,4.037037037037037,-0.061727896825396845,0.0,0.12451960608079196,0.24503114882916865,0.7985,110.0,110.0,220.0
esconv,esconv_114,real,human,1.3500000000000003,2.9629629629629632,0.17027035002035,1.0,0.1547149167114701,0.10679498434294354,1.5399,402.0,303.0,705.0
esconv,esconv_115,real,human,1.6666666666666667,3.842592592592593,0.037511692176870726,1.0,0.11377918107917617,0.1829749700176367,0.9109,152.0,234.0,386.0
esconv,esconv_116,real,human,1.6500000000000001,4.342592592592593,0.039101190476190456,1.0,0.12116693913023448,0.15448310425685424,1.0592,284.0,229.0,513.0
esconv,esconv_117,real,human,1.5999999999999999,3.5,-0.05642664267257287,0.0,0.1275257433808745,0.1704101699493061,0.9355,228.0,200.0,428.0
esconv,esconv_118,real,human,2.066666666666667,4.37962962962963,0.27738534878863824,1.0,0.17700225598533373,0.1364386618678479,1.7208,199.0,224.0,423.0
esconv,esconv_119,real,human,1.6833333333333333,3.0185185185185186,0.10505739348370927,1.0,0.12013033989200785,0.10208229979374048,0.9818,104.0,186.0,290.0
esconv,esconv_12,real,human,1.4333333333333336,4.111111111111111,-0.049555642361111124,0.0,0.12116590559256046,0.2261012031746032,0.921,172.0,259.0,431.0
esconv,esconv_120,real,human,1.6666666666666667,4.027777777777778,0.09322861111111108,1.0,0.1320929119868324,0.17691070580653911,0.8395,111.0,477.0,588.0
esconv,esconv_121,real,human,1.2666666666666668,3.3055555555555554,-0.20841541353383464,0.0,0.16817218623812225,0.16659818401937043,0.9336,106.0,68.0,174.0
esconv,esconv_122,real,human,1.6333333333333335,4.37962962962963,0.1330107351712615,1.0,0.1402648331792476,0.07623693326317636,0.9482,201.0,190.0,391.0
esconv,esconv_123,real,human,1.9166666666666667,4.629629629629629,0.18239259472606245,1.0,0.1317306738898962,0.15693886163907622,0.8811,319.0,242.0,561.0
esconv,esconv_124,real,human,1.7833333333333332,4.472222222222222,0.08388915919024613,1.0,0.1346826059560144,0.15917431566749748,0.9048,702.0,372.0,1074.0
esconv,esconv_125,real,human,1.4333333333333336,3.638888888888889,0.1433875396825397,1.0,0.13036417731088829,0.16414026118808728,0.9939,138.0,308.0,446.0
esconv,esconv_126,real,human,2.2,4.138888888888889,0.24367648809523812,1.0,0.1339185516157236,0.20027605820105818,0.9444,92.0,171.0,263.0
esconv,esconv_127,real,human,1.95,4.481481481481481,0.2660317460317461,1.0,0.15237749617164723,0.15806887382690304,1.0891,204.0,146.0,350.0
esconv,esconv_128,real,human,1.8833333333333335,4.092592592592593,0.08137745039682537,1.0,0.14216375673419396,0.14997090007215008,1.144,212.0,229.0,441.0
esconv,esconv_129,real,human,2.0666666666666664,4.564814814814815,0.04943327838827832,1.0,0.1406359455099254,0.22101245005938883,1.1633,334.0,450.0,784.0
esconv,esconv_13,real,human,1.6666666666666667,4.0,0.03553991769547332,1.0,0.15015532975864165,0.18742141454224784,1.3455,281.0,207.0,488.0
esconv,esconv_130,real,human,2.0833333333333335,4.027777777777778,0.13293055555555558,1.0,0.16385692425986959,0.1402971624993364,1.091,130.0,308.0,438.0
esconv,esconv_131,real,human,1.45,3.009259259259259,-0.169579657477026,0.0,0.14563921172865332,0.2147682940966649,1.3311,199.0,187.0,386.0
esconv,esconv_132,real,human,2.283333333333333,4.055555555555556,0.07387646582442503,1.0,0.1278488114901337,0.22146257861635216,1.3619,255.0,168.0,423.0
esconv,esconv_133,real,human,1.8666666666666665,4.527777777777778,0.006373712522045855,1.0,0.10769235176823252,0.19265726883345932,0.9367,236.0,261.0,497.0
esconv,esconv_134,real,human,1.2333333333333334,2.6388888888888893,0.0189633825944171,1.0,0.1458548748703235,0.15029020414007527,1.1518,157.0,203.0,360.0
esconv,esconv_135,real,human,1.0333333333333334,2.5555555555555554,-0.015083820346320359,0.0,0.14514796816905307,0.1977860830999066,1.0112,230.0,264.0,494.0
esconv,esconv_136,real,human,1.7833333333333332,4.472222222222222,0.17347618055555555,1.0,0.12625351534283688,0.11740444782968479,1.0472,211.0,220.0,431.0
esconv,esconv_137,real,human,1.7666666666666666,4.148148148148148,0.002988419405320769,1.0,0.1411378141953526,0.1750763084749318,1.1177,367.0,463.0,830.0
esconv,esconv_138,real,human,1.6499999999999997,3.9629629629629632,-0.012709222769567596,0.0,0.1417093656329058,0.15844967545351477,0.9243,154.0,289.0,443.0
esconv,esconv_139,real,human,2.4833333333333334,3.7314814814814814,-0.18391294642857148,0.0,0.12555173735327763,0.08629387755102041,0.7197,50.0,149.0,199.0
esconv,esconv_14,real,human,2.066666666666667,3.842592592592593,-0.04641582577475428,0.0,0.12237096457759716,0.17426592291607262,1.0132,221.0,343.0,564.0
esconv,esconv_140,real,human,1.45,3.9444444444444446,0.1327922705314008,1.0,0.1381522609651246,0.19731349206349205,1.0334,124.0,393.0,517.0
esconv,esconv_141,real,human,2.4499999999999997,4.351851851851852,0.0400436507936508,1.0,0.13181925893858853,0.22906104881087816,1.0828,280.0,302.0,582.0
esconv,esconv_142,real,human,1.2333333333333332,1.9166666666666667,0.22919813797313796,1.0,0.18842589836077617,0.16146450317460317,1.6278,141.0,259.0,400.0
esconv,esconv_143,real,human,1.5,3.564814814814815,0.21015372294372298,1.0,0.14757808594328992,0.18628261904761906,1.133,287.0,349.0,636.0
esconv,esconv_144,real,human,2.216666666666667,4.388888888888889,0.07929612663906155,1.0,0.13753978805364409,0.1807498556998557,1.4242,243.0,229.0,472.0
esconv,esconv_145,real,human,1.6333333333333335,3.555555555555556,-0.1269381972789116,0.0,0.11937759879968703,0.10748065276980939,1.1673,188.0,258.0,446.0
esconv,esconv_146,real,human,2.316666666666667,4.277777777777778,-0.03705795206971679,0.0,0.1580653733945263,0.19255996942492842,1.0643,266.0,253.0,519.0
esconv,esconv_147,real,human,1.5,3.694444444444444,0.016456831065759625,1.0,0.13369993961399285,0.2399292296168802,1.1546,150.0,258.0,408.0
esconv,esconv_148,real,human,1.6833333333333333,4.0,0.17923552579365076,1.0,0.14436450580540514,0.16584469801751958,1.2484,410.0,250.0,660.0
esconv,esconv_149,real,human,1.2666666666666668,4.083333333333333,0.17995632539682538,1.0,0.16123408448642698,0.1504468172983479,1.3614,259.0,352.0,611.0
esconv,esconv_15,real,human,2.433333333333333,4.092592592592592,0.1620995634920635,1.0,0.13175491412042406,0.11771505127124597,1.1471,210.0,235.0,445.0
esconv,esconv_150,real,human,1.5,3.324074074074074,0.02879339569160999,1.0,0.1839673419853937,0.2007855280830281,1.2158,153.0,269.0,422.0
esconv,esconv_151,real,human,1.8333333333333333,3.9444444444444446,0.2102858276643991,1.0,0.14520216958576193,0.17672063492063492,1.1485,117.0,358.0,475.0
esconv,esconv_152,real,human,1.5666666666666667,3.925925925925926,0.15045807091653868,1.0,0.14905011943418464,0.1153261441798942,1.2921,320.0,249.0,569.0
esconv,esconv_153,real,human,1.8,4.444444444444444,0.1251943472627146,1.0,0.13528583347411224,0.21623889600683321,0.8626,257.0,232.0,489.0
esconv,esconv_154,real,human,1.4666666666666668,4.222222222222222,-0.11594672619047622,0.0,0.0980239047600577,0.15079531115095968,0.8793,111.0,248.0,359.0
esconv,esconv_155,real,human,1.55,4.203703703703705,0.09265785147392294,1.0,0.1388227463311287,0.1419337643678161,1.0591,432.0,183.0,615.0
esconv,esconv_156,real,human,1.8333333333333333,4.287037037037037,0.12223170882936513,1.0,0.14152829280516585,0.18226731992435963,1.2604,330.0,286.0,616.0
esconv,esconv_157,real,human,1.5666666666666667,4.046296296296297,0.10400253968253975,1.0,0.12467054982390272,0.16945091508370197,0.9352,88.0,192.0,280.0
esconv,esconv_158,real,human,2.0166666666666666,4.444444444444444,0.096832615995116,1.0,0.11760059881058621,0.19180904061624648,0.9902,141.0,179.0,320.0
esconv,esconv_159,real,human,1.3499999999999999,2.175925925925926,-0.055142727148330586,0.0,0.15041802198207366,0.12487600961743055,1.0086,301.0,382.0,683.0
esconv,esconv_16,real,human,1.5,4.398148148148148,0.22831079109062966,1.0,0.1142317839064636,0.1515010153256705,0.8284,168.0,299.0,467.0
esconv,esconv_160,real,human,1.5,3.5370370370370368,0.010902670940170917,1.0,0.11013629940237318,0.18243373629520535,0.7673,143.0,203.0,346.0
esconv,esconv_161,real,human,1.3333333333333333,3.157407407407407,-0.07775985221674878,0.0,0.15449530339718515,0.19005969257434777,1.3371,157.0,270.0,427.0
esconv,esconv_162,real,human,1.9833333333333334,4.055555555555556,-0.10452364357864355,0.0,0.1421069175507467,0.1549452135360116,1.2368,284.0,316.0,600.0
esconv,esconv_163,real,human,1.3666666666666665,3.907407407407407,0.19355267131242743,1.0,0.15968344672687088,0.19157222712130118,0.7166,218.0,171.0,389.0
esconv,esconv_164,real,human,1.9333333333333336,3.861111111111111,0.21751069444444446,1.0,0.18289695556309632,0.220415925719246,1.423,113.0,265.0,378.0
esconv,esconv_165,real,human,1.7333333333333334,4.583333333333333,0.14817937352245866,1.0,0.12300734967964745,0.25275290705517334,0.9695,244.0,362.0,606.0
esconv,esconv_166,real,human,1.55,3.4444444444444446,0.030577302789802863,1.0,0.12717790181179572,0.14746315676141258,0.8598,343.0,267.0,610.0
esconv,esconv_167,real,human,2.0666666666666664,4.407407407407407,0.2665188633786848,1.0,0.1450204835391233,0.17428291135703108,0.9326,151.0,293.0,444.0
esconv,esconv_168,real,human,1.8999999999999997,3.7685185185185186,0.14570641534391537,1.0,0.13337078741394412,0.12884885144198527,1.0253,132.0,151.0,283.0
esconv,esconv_169,real,human,1.55,4.268518518518518,0.20584333955804537,1.0,0.15674230572176376,0.22374858370604225,0.7507,268.0,190.0,458.0
esconv,esconv_17,real,human,1.2666666666666668,3.2037037037037037,-0.03638594914156135,0.0,0.115227593109559,0.196454898464109,0.888,254.0,256.0,510.0
esconv,esconv_170,real,human,1.3499999999999999,3.314814814814815,-0.07074467338217341,0.0,0.14043209763842596,0.11943726323243052,1.0821,272.0,278.0,550.0
esconv,esconv_171,real,human,2.333333333333333,4.240740740740741,0.08716048752834468,1.0,0.1322564671136589,0.1496811034940292,1.3314,220.0,332.0,552.0
esconv,esconv_172,real,human,2.35,4.212962962962963,0.0007570346320346366,1.0,0.16812922691164375,0.15381379134521594,1.2573,67.0,188.0,255.0
esconv,esconv_173,real,human,2.0500000000000003,4.5740740740740735,0.038725377373171416,1.0,0.14420045687243832,0.1879464402427638,1.2082,520.0,247.0,767.0
esconv,esconv_174,real,human,1.5,3.7037037037037037,-0.037720009620009626,0.0,0.11295697206897796,0.253056126984127,0.7593,174.0,109.0,283.0
esconv,esconv_175,real,human,1.9166666666666667,4.222222222222221,0.15289385487528342,1.0,0.11264863267103738,0.13271002692743764,0.7785,185.0,177.0,362.0
esconv,esconv_176,real,human,1.9666666666666668,4.333333333333333,0.03603975761475761,1.0,0.1069220590998677,0.1976670000939232,0.8914,198.0,178.0,376.0
esconv,esconv_177,real,human,1.4666666666666668,4.166666666666667,0.015223253968253997,1.0,0.14444692929743477,0.13802787065180683,2.5564,138.0,150.0,288.0
esconv,esconv_178,real,human,1.8999999999999997,4.37962962962963,0.23448542768959427,1.0,0.15985909536258464,0.16419339794915017,0.9455,191.0,235.0,426.0
esconv,esconv_179,real,human,2.15,4.12037037037037,0.05956793154761908,1.0,0.1450590939112248,0.1670017361111111,1.2817,252.0,249.0,501.0
esconv,esconv_18,real,human,1.5999999999999999,3.8796296296296293,0.08508848214285714,1.0,0.12724863277549744,0.18647202177799446,1.1147,209.0,302.0,511.0
esconv,esconv_180,real,human,1.1333333333333333,2.472222222222222,-0.02271906651549507,0.0,0.09950793804607984,0.20483962813620077,0.6222,116.0,133.0,249.0
esconv,esconv_181,real,human,1.5333333333333332,4.416666666666667,0.2637555782312926,1.0,0.1892141178868127,0.16060160546613014,1.6929,186.0,577.0,763.0
esconv,esconv_182,real,human,2.033333333333333,4.5555555555555545,0.102538139329806,1.0,0.13084891484393063,0.16626372339668302,0.9614,148.0,232.0,380.0
esconv,esconv_183,real,human,1.6000000000000003,4.416666666666667,0.13474601829432337,1.0,0.14787267371056714,0.2100292181069959,1.0609,308.0,225.0,533.0
esconv,esconv_184,real,human,1.6000000000000003,4.027777777777778,0.17588861041492626,1.0,0.14766324530935984,0.14143508022774326,1.0812,297.0,193.0,490.0
esconv,esconv_185,real,human,2.183333333333333,4.12962962962963,0.3494482456140351,1.0,0.16843881349331388,0.15107861740224549,1.0711,104.0,173.0,277.0
esconv,esconv_186,real,human,1.6000000000000003,3.7962962962962963,0.060150173611111094,1.0,0.13482763289126778,0.16850729955229957,1.3908,249.0,204.0,453.0
esconv,esconv_187,real,human,1.7833333333333332,4.37962962962963,0.005212425595238046,1.0,0.09459152345278976,0.1627761601122419,0.6408,89.0,388.0,477.0
esconv,esconv_188,real,human,1.7333333333333334,4.472222222222222,0.07576814449917896,1.0,0.11597705256647527,0.19277158668154765,0.684,154.0,265.0,419.0
esconv,esconv_189,real,human,2.1333333333333333,3.722222222222222,0.08470224358974354,1.0,0.12405959121320541,0.24031738502238503,0.9791,140.0,204.0,344.0
esconv,esconv_19,real,human,1.9666666666666668,4.120370370370371,0.02461547043938353,1.0,0.09061597741045671,0.15914130619168787,0.7032,355.0,140.0,495.0
esconv,esconv_190,real,human,1.7833333333333332,4.2592592592592595,0.06928938775510207,1.0,0.14089076473286366,0.1474712225691734,1.1285,187.0,192.0,379.0
esconv,esconv_191,real,human,2.5000000000000004,4.101851851851852,-0.06326399711399715,0.0,0.14005326714421745,0.13763864484126984,1.2484,174.0,209.0,383.0
esconv,esconv_192,real,human,1.7333333333333332,4.620370370370371,0.07147333743842366,1.0,0.13798764440599254,0.17413677083333332,1.0875,301.0,329.0,630.0
esconv,esconv_193,real,human,1.4666666666666668,4.037037037037037,-0.0006058095238095362,0.0,0.1602389503972577,0.17706776556776554,1.4301,135.0,230.0,365.0
esconv,esconv_194,real,human,1.45,3.6111111111111107,0.1386089402427638,1.0,0.14950644305773148,0.20362414456800687,1.1891,95.0,176.0,271.0
esconv,esconv_195,real,human,1.5333333333333334,3.935185185185185,0.20282143635231864,1.0,0.16715137505508912,0.12015641281958075,1.0302,264.0,271.0,535.0
esconv,esconv_196,real,human,1.5666666666666667,4.222222222222221,0.05723778860028855,1.0,0.12656623326365637,0.22079215550954684,1.0159,229.0,216.0,445.0
esconv,esconv_197,real,human,1.75,3.6111111111111107,-0.05627585377585377,0.0,0.16344568884336388,0.1781371138996139,1.3844,177.0,305.0,482.0
esconv,esconv_198,real,human,1.6833333333333333,4.2592592592592595,-0.017587406015037527,0.0,0.1187199062185026,0.15926052254235024,0.9934,104.0,247.0,351.0
esconv,esconv_199,real,human,2.033333333333333,4.12037037037037,-0.015971000000000013,0.0,0.12316552220687749,0.18617593439674723,1.2091,136.0,212.0,348.0
esconv,esconv_2,real,human,1.6666666666666667,4.138888888888889,-0.0009240079365079312,0.0,0.12555505311681342,0.1769775977853564,1.2484,202.0,386.0,588.0
esconv,esconv_20,real,human,1.9333333333333336,3.9814814814814814,0.11515084325396824,1.0,0.15003959687464247,0.11579101813325113,1.1619,371.0,318.0,689.0
esconv,esconv_21,real,human,1.5333333333333332,3.944444444444444,-0.163170119047619,0.0,0.23938976139030174,0.13602815845330382,2.3327,111.0,181.0,292.0
esconv,esconv_22,real,human,1.4333333333333333,4.5,0.2946410119047619,1.0,0.1705541858189568,0.15189011960916446,1.2012,311.0,433.0,744.0
esconv,esconv_23,real,human,1.6166666666666665,4.1944444444444455,-0.029322395833333348,0.0,0.1317633839905972,0.1898902850589777,1.1614,89.0,227.0,316.0
esconv,esconv_24,real,human,2.6166666666666667,4.101851851851851,0.19362913245758073,1.0,0.16025085824871194,0.17553702254753492,1.2243,302.0,292.0,594.0
esconv,esconv_25,real,human,1.6500000000000001,4.25,0.03052593073593074,1.0,0.12882494340291387,0.18575334895528217,0.8429,286.0,578.0,864.0
